Tree	x	y	dbh	species	height
596	16.9772	42.0997	9.3	1	0
597	14.3322	41.7188	10.2	1	0
598	13.7366	44.1056	13.2	1	0
599	13.7593	45.4716	11.5	1	0
600	13.5456	46.925	8.9	1	0
601	13.0077	50.9784	10.3	5	0
602	15.0769	50.0424	11.4	1	0
603	14.7234	52.3086	8.2	1	0
604	14.9411	53.6157	8.6	1	0
605	15.1066	53.7114	6.5	4	0
606	18.6793	42.2133	8.9	1	0
607	20.7528	43.1924	10.5	1	0
608	17.9221	44.7846	15.3	1	0
609	19.7907	46.5408	10.8	1	0
610	17.215	47.6697	7	1	0
611	18.2382	47.5164	10.7	1	0
612	17.1514	47.5376	12.7	1	0
613	18.988	48.6642	6.4	5	0
614	17.0484	49.957	9.8	1	0
615	19.7578	52.1712	12.1	1	0
616	16.9707	51.8948	9.3	1	0
617	17.0687	51.84	8.5	1	0
618	16.7677	53.0605	6.4	1	0
619	17.9738	53.5483	10.9	5	0
620	18.6051	55.9933	7.8	1	0
621	18.1605	58.5085	9.4	1	0
622	17.2522	58.9004	7.5	5	0
623	17.8661	59.6908	8.3	5	0
624	18.0379	60.6483	8.7	1	0
625	18.6691	62.54	8.5	5	0
626	17.9822	62.4508	8.2	1	0
627	17.6699	63.617	8.8	1	0
628	18.3074	65.764	12	1	0
629	18.5074	70.0422	10.8	1	0
630	18.3293	70.82	9.5	1	0
631	19.2703	71.6951	10.7	5	0
632	18.8252	73.0185	13.2	1	0
633	18.7948	74.0563	8.6	1	0
634	18.8172	76.3643	10.5	1	0
635	18.4757	78.7361	15.3	1	0
636	13.1845	79.9559	6.9	7	0
637	16.0336	79.0299	9.8	1	0
638	14.7432	77.9803	8.2	1	0
639	15.0194	76.9992	7.8	1	0
640	16.5969	77.6999	13.5	1	0
641	16.7299	75.8919	11	1	0
642	16.2825	73.8377	10.5	1	0
643	16.2443	71.6719	11.6	1	0
644	14.7816	71.3959	9.5	1	0
645	16.0374	69.5253	14.6	1	0
646	14.4577	68.215	4.7	8	0
647	16.5283	67.1342	12.5	1	0
648	15.0752	62.2157	7	1	0
649	15.1455	61.3439	8.6	1	0
650	16.8171	61.0682	8.8	5	0
651	15.5304	59.6538	11.5	1	0
652	16.9734	58.5877	8.3	5	0
653	15.5328	57.918	8.6	1	0
654	16.5819	57.3491	7.1	1	0
655	16.9078	57.1317	9.6	1	0
656	16.0672	56.1195	7.3	1	0
657	16.0147	55.4373	7.8	1	0
658	14.2923	56.8679	7.1	1	0
659	12.3017	55.4587	7.1	1	0
660	11.2906	54.8073	16.3	1	0
661	11.162	56.6763	8.4	1	0
662	11.9801	57.4092	8.3	1	0
663	12.7959	59.4204	10	1	0
664	10.9488	58.5825	11.7	1	0
665	9.5876	56.5587	8.2	1	0
666	9.3542	55.6238	8.5	5	0
667	10.0331	53.3575	10	1	0
668	10.2347	50.9228	11.2	2	0
669	6.2143	50.4264	9.8	1	0
670	5.9606	51.4351	12	1	0
671	6.2895	52.6319	8.3	1	0
672	8.1044	51.786	11.7	1	0
673	5.6909	54.5397	8.6	1	0
674	7.5242	54.1056	13	1	0
675	8.3699	54.74	7.3	4	0
676	8.698	54.8247	6.8	4	0
677	5.6719	56.2036	6.6	1	0
678	5.574	56.9807	6.9	1	0
