treeno,species,x,y,dbh,ht,cw,,check
1098,12,25.481,54.161,28.3,15.3,30.8,,
1099,12,26.148,55.21,15.9,12,27.3,,
1100,12,25.825,55.355,15,11.6,27,,
1101,10,26.112,56.504,1.5,2.3,21.6,,
1102,10,25.089,58.736,1.5,2.3,21.9,,
1103,10,20.597,55.874,4.5,4.9,21.5,,
1104,10,17.409,57.586,4.6,5,21.1,,
1105,12,19.552,54.758,24.6,14.5,28.4,,
1106,12,18.183,51.293,6.8,7.2,20.9,,
1107,10,15.651,51.112,1.2,2,17.5,,
1108,8,14.622,54.042,12.2,12.6,23.4,,
1109,8,8.963,55.684,16.7,15,24.1,,
1110,9,8.526,55.124,10,9.5,20.8,,
1111,9,8.103,54.635,5.3,6.2,18.6,,
1112,9,7.984,54.72,7.4,7.9,19.5,,
1113,9,7.709,53.574,11.1,10.1,20.6,,
1114,9,7.682,53.675,4.2,5.2,17.7,,
1115,9,7.569,53.801,6.8,7.4,18.9,,
1116,9,7.5,53.63,4.5,5.5,17.8,,
1117,9,1.196,50.51,13.3,11.2,19.1,,
1118,9,0.759,50.463,5,5.9,15.5,,
1119,9,5.691,53.241,3.7,4.7,16.8,,
1120,9,5.626,53.377,7.2,7.7,18.5,,
1121,8,4.798,54.135,12.2,12.6,20.9,,
1122,9,6.014,56.546,3.7,4.7,17.7,,
1123,7,4.387,56.999,23.2,17.4,25.5,,
1124,7,4.532,56.685,18.7,15.8,23.9,,
1125,8,7.521,58.881,16.5,14.9,24.4,,
1126,12,5.12,58.865,25.7,14.7,26.1,,
1127,9,6.117,56.613,1.6,2.4,16.7,,
1128,10,1.828,57.026,3,3.6,16.4,,
1129,7,1.256,58.707,24.3,17.7,25.5,,
1130,8,2.656,61.212,18.2,15.6,24.4,,
1131,9,2.046,67.523,2.2,3.1,18.7,,
1132,10,2.228,61.855,2,2.8,17.2,,
1133,8,3.273,63.029,15,14.2,23.9,,
1134,12,6.401,63.569,28.6,15.3,28.5,,
1135,10,5.309,63.466,1.5,2.3,18.1,,
1136,10,3.73,63.587,1.8,2.6,17.9,,
1137,7,5.226,65.361,13.9,13.6,24.5,,
1138,9,1.226,66.665,6.6,7.3,20.4,,
1139,9,1.884,67.01,7.6,8,21.1,,
1140,9,2.969,67.268,4.7,5.7,20.2,,
1141,9,2.809,67.308,4.5,5.5,20,,
1142,9,2.539,67.286,6.8,7.4,21,,
1143,9,2.502,67.366,2.8,3.8,19.1,,
1144,9,2.476,67.306,3,4,19.2,,
1145,9,2.009,67.428,2.6,3.5,18.9,,
1146,9,2.268,67.439,2.3,3.2,18.8,,
1147,9,2.305,67.331,2.9,3.9,19.1,,
1148,9,1.089,68.799,4.3,5.3,19.9,,
1149,9,1.828,68.68,5.7,6.5,20.7,,
1150,9,2.034,68.348,4.9,5.9,20.3,,
1151,8,2.164,69.228,24.8,17.9,28.5,,
1152,9,2.336,69.569,4.5,5.5,20.5,,
1153,10,3.798,69.229,1.8,2.6,19.4,,
1154,7,4.42,69.266,13.2,13.2,25,,
1155,9,10.638,68.521,1.9,2.7,20.9,,
1156,10,11.651,69.363,4.3,4.7,22.5,,
1157,10,14.769,69.983,5.2,5.4,23.8,,
1158,10,13.614,66.334,1.1,2,20.8,,
1159,10,13.738,62.123,2.2,2.9,20.3,,
1160,8,17.559,60.602,11.2,12,25.3,,
1161,10,18.125,61.115,7.4,7.1,23.4,,
1162,9,19.368,68.519,2.5,3.4,23.5,,
1163,9,19.216,69.241,3.8,4.8,24.3,,
1164,9,19.311,69.391,3.4,4.4,24.1,,
1165,9,18.94,69.927,2.3,3.2,23.6,,
1166,9,18.903,69.728,5.3,6.2,25,,
1167,9,18.878,69.899,9.9,9.5,27,,
1168,9,18.302,69.82,2.6,3.5,23.6,,
1169,9,19.327,69.855,4.2,5.2,24.6,,
1170,9,19.625,69.861,4.5,5.5,24.9,,
1171,9,19.738,69.627,1.6,2.4,23.3,,
1172,9,20.335,69.971,6.3,7,25.9,,
1173,9,20.595,69.766,8.6,8.7,26.9,,
1174,9,21.357,69.526,8.8,8.8,27.1,,
1175,9,20.898,68.22,3,4,24,,
1176,9,21.126,68.316,11.5,10.4,27.8,,
1177,9,24.056,68.581,8,8.3,27.2,,
1178,9,25.793,69.726,6.3,7,27.2,,
1179,10,28.484,69.872,3.3,3.9,26.4,,
1180,10,29.533,69.722,3.8,4.3,26.8,,
1181,9,24.921,66.396,3.8,4.8,25,,
1182,9,23.952,64.523,11.6,10.4,27.6,,
1183,9,23.632,64.231,12.6,10.9,27.8,,
1184,9,22.811,63.964,6.1,6.9,24.9,,
1185,9,22.073,62.867,16.8,12.7,28.6,,
1186,9,22.15,62.369,7.5,7.9,25,,
1187,9,21.515,62.422,14.2,11.6,27.4,,
1188,9,21.186,62.033,12,10.6,26.5,,
1189,9,21.218,61.988,3.8,4.8,23,,
1190,9,20.617,61.646,2.8,3.8,22.2,,
1191,9,24.708,62.225,8.6,8.7,26.1,,
1192,9,33.02,64.475,31.1,16.3,36.2,,
1193,9,33.51,64.207,25.6,15.2,34.6,,
1194,9,33.697,63.753,30.7,16.3,36.1,,
1195,12,38.064,60.172,21.3,13.7,33.3,,
1196,12,38.685,60.474,36.1,16.5,37.9,,
1197,12,35.603,66.754,13.4,11,31.7,,
1198,10,37.011,67.07,2.5,3.2,27.4,,
1199,12,35.244,66.85,33,16.1,37.8,,
1200,12,34.489,68.124,34.8,16.3,38.4,,
1201,12,37.55,69.399,9.5,9,31.4,,
1202,12,38.412,68.97,41.4,17.2,41.5,,
1203,10,40.528,67.101,1.6,2.4,27.9,,
1204,9,41.354,68.719,1.5,2.2,28.5,,
1205,10,43.075,69.089,2.9,3.6,29.7,,
1206,9,44.614,68.302,2.4,3.3,29.7,,
1207,9,44.62,68.392,1.9,2.7,29.4,,
1208,12,42.434,67.138,11.5,10.1,32.8,,
1209,10,41.533,65.543,4,4.5,28.9,,
1210,10,42.618,65.713,2.1,2.9,28.3,,
1211,10,44.34,65.827,2.5,3.2,29,,
1212,12,43.821,64.381,44.9,17.5,42.7,,
1213,10,45.312,64.055,1.2,2,28.2,,
1214,10,45.921,65.187,1,1.9,28.5,,
1215,10,45.411,62.129,1,1.9,27.6,,
1216,10,41.332,65.411,1,1.9,27.4,,
1217,10,40.786,67.11,1.5,2.3,27.9,,
1218,10,48.934,60.487,1.8,2.6,28.5,,
1219,10,49.084,62.143,5.7,5.8,30.7,,
1220,10,47.179,63.739,2.5,3.2,29.2,,
1221,10,47.108,69.257,2,2.8,30.3,,
1222,10,47.889,68.337,4,4.5,31.2,,
1223,10,48.918,68.212,5.9,6,32.3,,
1224,9,52.732,66.676,10.2,9.6,34.8,,
1225,9,52.564,67.182,9.8,9.4,34.7,,
1226,9,53.11,67.129,4.5,5.5,32.6,,
1227,9,52.241,65.49,7.2,7.7,33.2,,
1228,10,52.736,63.178,1,1.9,29.7,,
1229,10,52.051,61.413,1,1.9,29.1,,
1230,10,51.37,61.066,1.1,2,28.9,,
1231,10,53.851,60,1,1.9,29.2,,
1232,10,55.212,61.122,1.3,2.1,29.9,,
1233,12,56.462,61.587,9.8,9.2,34.3,,
1234,12,56.216,61.577,12,10.3,35,,
1235,12,59.181,60.695,31,15.7,41.7,,
1236,12,56.688,63.158,10.5,9.6,35,,
1237,9,57.75,64.684,5,5.9,33.3,,
1238,9,55.321,68.552,21.8,14.3,40,,
1239,9,57.65,67.877,7.6,8,35.3,,
1240,9,57.685,68.241,4.8,5.8,34.1,,
1241,9,59.038,67.993,8.1,8.3,35.9,,
1242,9,59.027,69.135,12,10.6,37.7,,
1243,9,59.1,69.335,9.5,9.2,36.8,,
1244,9,58.91,68.992,13,11.1,38,,
1245,9,58.557,69.257,13.8,11.5,38.3,,
1246,9,58.213,69.693,10.5,9.8,37.1,,
1247,9,57.28,69.259,17,12.7,39.1,,
1248,9,57.58,69.9,9.8,9.4,36.7,,
1249,9,60.384,68.172,5.9,6.7,35.3,,
1250,9,62.878,68.49,6.7,7.3,36.4,,
1251,9,63.092,68.312,7.6,8,36.7,,
1252,9,62.411,68.233,7,7.6,36.3,,
1253,9,62.949,68.161,9.7,9.4,37.5,,
1254,9,63.81,68.667,5.7,6.5,36.2,,
1255,9,63.988,68.226,4,5,35.3,,
1256,9,63.662,67.922,6.3,7,36.2,,
1257,9,66.179,66.738,6.5,7.2,36.6,,
1258,9,64.696,66.532,7.5,7.9,36.7,,
1259,9,64.654,66.443,13.6,11.4,39,,
1260,9,64.106,66.008,5.4,6.3,35.5,,
1261,12,63.739,63.877,26.5,14.9,42.3,,
1262,12,60,63.685,38,16.8,44.6,,
1263,10,61.521,60.596,1.5,2.3,31.5,,
1264,9,64.296,62.302,6.4,7.1,35,,
1265,9,64.449,62.095,9.8,9.4,36.4,,
1266,10,67.003,61.427,2.2,2.9,33.4,,
1267,10,68.125,62.107,3.1,3.7,34.3,,
1268,9,66.281,63.272,9.5,9.2,37.1,,
1269,9,66.768,63.329,7.5,7.9,36.4,,
1270,9,66.16,63.64,9.5,9.2,37.1,,
1271,10,70.529,60.871,3.8,4.3,34.9,,
1272,10,71.524,60.545,3.6,4.2,35,,
1273,10,72.559,60.495,4.1,4.6,35.4,,
1274,10,72.532,60.495,3.3,3.9,35.1,,
1275,10,74.054,63.393,2.3,3,35.7,,
1276,12,73.084,64.147,2,2.6,35.5,,
1277,12,71.159,64.921,13.4,11,40.1,,
1278,12,72.111,66.641,13.2,10.9,40.7,,
1279,12,73.118,66.5,9.5,9,39.5,,
1280,12,73.405,66.893,7.8,7.9,39,,
1281,12,72.251,69.352,21.9,13.8,44.3,,
1282,12,73.047,69.191,18,12.7,43.2,,
1283,12,73.114,69.82,17.3,12.5,43.2,,
1284,12,74.892,68.822,11.8,10.2,41.4,,
1285,10,75.083,69.352,1.1,2,36.9,,
1286,12,77.475,67.305,20.2,13.4,44.6,,
1287,10,76.319,66.064,1,1.9,36.3,,
1288,12,75.388,65.161,19.4,13.1,43.3,,
1289,12,74.797,64.684,18,12.7,42.5,,
1290,10,77.575,62.02,2.2,2.9,36.2,,
1291,10,80.662,63.283,1.5,2.3,36.9,,
1292,12,81.697,60.937,22.4,14,44.8,,
1293,12,81.529,61.148,13.9,11.2,41.9,,
1294,10,82.837,63.268,2.2,2.9,37.8,,
1295,10,81.237,64.373,1.3,2.1,37.3,,
1296,10,82.491,65.277,1.5,2.3,37.9,,
1297,12,83.926,63.283,7.5,7.7,40.6,,
1298,12,83.839,67.165,28.2,15.2,48.6,,
1299,10,82.007,66.658,1.5,2.3,38.1,,
1300,10,80.81,68.137,2.8,3.5,38.8,,
1301,12,80.929,69.352,8.6,8.4,41.8,,
1302,12,85.088,67.646,32,15.9,50.2,,
1303,10,86.531,70,1.1,2,39.9,,
1304,12,87.866,69.795,25.1,14.6,49.3,,
1305,10,89.498,69.732,1,1.9,40.5,,
1306,10,89.28,68.128,1.5,2.3,40.3,,
1307,10,88.835,66.814,1.5,2.3,39.9,,
1308,10,89.333,66.179,2,2.8,40.1,,
1309,10,87.506,64.43,1.1,2,38.7,,
1310,10,86.357,61.836,1.8,2.6,38.1,,
1311,10,86.021,60.616,3,3.6,38.3,,
1312,10,88.35,61.425,2.4,3.1,38.8,,
1313,12,88.143,62.419,24.8,14.5,47.5,,
1314,12,88.932,60.42,10.7,9.7,42.4,,
1315,10,91.429,61.023,3,3.6,39.8,,
1316,10,91.2,65.716,3.5,4.1,41.1,,
1317,12,93.202,65.495,22,13.9,48.6,,
1318,10,92.891,67.126,1.3,2.1,40.9,,
1319,10,92.873,68.507,3.2,3.8,42.1,,
1320,12,94.026,69.056,7.1,7.4,44.4,,
1321,8,99.033,63.738,23.6,17.5,51,,
1322,9,96.341,71.581,9.4,9.2,46.6,,
1323,9,95.985,71.291,7.6,8,45.7,,
1324,9,95.876,71.911,9.1,9,46.5,,
1325,10,94.558,70.69,1.5,2.3,42.3,,
1326,12,90.974,71.385,32.3,16,52.7,,
1327,12,91.266,71.684,5.7,6.3,43.7,,
1328,10,91.185,73.819,1.1,2,42,,
1329,10,94.552,75.301,1.1,2,43.2,,
1330,10,97.469,76.132,4.5,4.9,45.7,,
1331,9,94.9,76.958,13.2,11.2,49.1,,
1332,9,94.811,77.11,6.1,6.9,46.2,,
1333,10,95.056,78.528,3.5,4.1,45.3,,
1334,10,94.628,79.414,4.8,5.1,46,,
1335,10,93.76,78.918,2.5,3.2,44.6,,
1336,10,92.908,76.343,1.5,2.3,43.3,,
1337,9,91.612,76.726,5,5.9,44.8,,
1338,9,92.153,77.673,6.9,7.5,46.1,,
1339,12,90.349,79.92,13,10.8,48.5,,
1340,12,88.992,79.584,9.3,8.9,46.7,,
1341,10,89.711,79.184,2,2.8,43.4,,
1342,10,89.368,77.934,2.3,3,43.2,,
1343,10,87.746,77.483,3.1,3.7,43,,
1344,12,86.495,79.204,19.4,13.1,49.6,,
1345,12,86.142,79.464,22.8,14.1,50.6,,
1346,12,87.348,77.274,25.7,14.7,51.3,,
1347,2,86.294,77.344,5.6,5.8,43.7,,
1348,12,87.749,75.711,9,8.7,45.3,,
1349,10,87.884,75.251,1.9,2.7,41.9,,
1350,10,88.489,75.227,1,1.9,41.6,,
1351,2,85.75,75.718,12.6,10.5,46.1,,
1352,12,84.812,76.105,21,13.6,48.9,,
1353,2,84.495,75.492,1.5,2.3,41,,
1354,2,84.205,75.492,1.3,2.1,40.8,,
1355,10,83.527,75.531,3.4,4,41.6,,
1356,10,81.777,75.506,1.5,2.3,40.3,,
1357,10,81.554,77.832,1.2,2,40.7,,
1358,10,80,79.356,2.6,3.3,41.3,,
1359,12,86.796,71.258,20.4,13.4,48,,
1360,12,86.426,71.24,17.3,12.5,46.9,,
1361,10,85.512,70.68,1.9,2.7,40.2,,
1362,10,83.901,70.48,1.1,2,39.4,,
1363,12,82.94,70.692,11.2,9.9,43.7,,
1364,12,80.293,72.945,13.9,11.2,44.6,,
1365,12,80.278,72.61,12.7,10.7,44.1,,
1366,12,78.769,74.573,20.2,13.4,46.7,,
1367,12,78.284,77.421,13.9,11.2,45.2,,
1368,12,77.517,71.69,17.7,12.6,44.9,,
1369,12,76.838,70.616,9.5,9,41.5,,
1370,12,76.416,71.187,8.5,8.4,41.1,,
1371,12,76.63,72.145,26.9,15,47.7,,
1372,9,73.164,71.467,3.8,4.8,38.3,,
1373,9,73.411,71.732,10.9,10,41.5,,
1374,9,72.737,72.928,9.9,9.5,41.3,,
1375,12,74.733,73.339,5.4,6.1,39.9,,
1376,9,75.937,73.601,6.2,6.9,40.7,,
1377,9,72.62,75.615,15,12,43.8,,
1378,9,71.494,76.118,11.8,10.5,42.5,,
1379,9,72.452,76.467,11.8,10.5,42.8,,
1380,9,71.881,78.01,7.3,7.8,41.2,,
1381,9,74.396,78.907,3.5,4.5,40.3,,
1382,10,74.047,78.499,1.2,2,38.9,,
1383,9,73.141,78.537,6,6.8,41.1,,
1384,9,71.86,79.566,6.4,7.1,41.2,,
1385,10,67.586,75.618,1.3,2.1,36.7,,
1386,9,60.34,70.468,13.2,11.2,38.8,,
1387,8,60.235,77.27,9.1,10.5,39.3,,
1388,9,54.453,77.03,15.2,12.1,39.7,,
1389,9,54.392,76.764,10.5,9.8,37.9,,
1390,9,54.665,77.653,15,12,39.8,,
1391,8,52.438,76.004,9.2,10.6,37.1,,
1392,9,51.637,77.718,5.1,6,35.1,,
1393,9,51.425,77.984,6.5,7.2,35.8,,
1394,9,51.359,77.888,1.8,2.6,33.4,,
1395,9,50.19,78.302,2.7,3.7,33.7,,
1396,8,51.277,79.704,9.6,10.9,37.9,,
1397,9,48.669,78.638,11.6,10.4,37.3,,
1398,9,48.215,78.006,3.3,4.3,33.5,,
1399,9,47.664,76.721,1.8,2.6,32.2,,
1400,10,46.428,78.595,2.5,3.2,32.7,,
1401,4,46,75.668,1.5,2.2,31.3,,
1402,4,46.781,75.136,1,1.4,31.1,,
1403,10,48.77,73.375,1.5,2.3,31.5,,
1404,10,47.584,73.601,1.2,2,31.1,,
1405,10,48.144,72.503,2.3,3,31.5,,
1406,10,47.69,70.737,1.1,2,30.4,,
1407,10,46.85,71.757,1,1.9,30.4,,
1408,12,47.459,73.081,32.8,16,42.3,,
1409,9,47.113,72.564,9.5,9.2,34.6,,
1410,9,44.84,72.597,5.3,6.2,32.2,,
1411,9,44.559,73.341,9.5,9.2,34.2,,
1412,10,43.494,73.616,1,1.9,30,,
1413,10,42.049,73.04,1.5,2.3,29.7,,
1414,12,40.836,72.833,26.2,14.8,38.7,,
1415,10,42.328,75.092,1.1,2,30.1,,
1416,9,44.669,78.103,15,12,37.4,,
1417,9,44.571,78.512,8.5,8.6,35,,
1418,9,43.582,78.743,5.1,6,33.4,,
1419,9,43.624,79.178,7.5,7.9,34.6,,
1420,9,43.007,79.558,4.7,5.7,33.2,,
1421,9,41.566,77.26,8.2,8.4,33.9,,
1422,9,41.077,76.855,3.4,4.4,31.4,,
1423,9,40.411,76.601,4.4,5.4,31.7,,
1424,9,41.053,77.921,7.5,7.9,33.6,,
1425,9,40.836,77.874,8.8,8.8,34.1,,
1426,9,40.236,78.467,3.1,4.1,31.5,,
1427,9,39.742,78.725,5.8,6.6,32.7,,
1428,9,39.408,76.745,8.5,8.6,33.3,,
1429,9,34.932,79.646,6.4,7.1,32,,
1430,7,33.383,79.625,35.2,20.2,42.1,,
1431,10,39.073,75.348,1.2,2,29.4,,
1432,12,37.36,71.149,18.5,12.9,35,,
1433,10,35.883,70.49,2.5,3.2,28,,
1434,10,34.712,72.305,1.8,2.6,27.9,,
1435,10,31.28,70.533,2,2.8,26.6,,
1436,10,30.917,74.647,1.8,2.6,27.5,,
1437,9,28.974,73.8,9.1,9,30.2,,
1438,9,28.76,73.709,9,8.9,30.1,,
1439,9,28.601,73.742,5.7,6.5,28.6,,
1440,9,25.203,71.711,3.5,4.5,26.2,,
1441,9,26.297,73.374,21.2,14.1,33.7,,
1442,9,24.065,77.615,5.1,6,28.2,,
1443,9,24.194,77.875,6.7,7.3,29,,
1444,9,22.837,78.834,29.2,16,36.7,,
1445,9,22.407,79.585,4,5,27.8,,
1446,9,22.113,79.211,37.8,17.4,39.1,,
1447,9,21.357,79.108,39.8,17.7,39.5,,
1448,9,21.308,79.295,1.6,2.4,26.1,,
1449,9,21.284,79.445,4.9,5.9,27.9,,
1450,9,21.178,79.534,4.5,5.5,27.7,,
1451,9,21.325,79.602,3.3,4.3,27.1,,
1452,9,21.233,79.572,3.7,4.7,27.3,,
1453,9,20.766,70.551,2.9,3.9,24.5,,
1454,9,19.045,70.961,4.5,5.5,25,,
1455,8,16.087,70.7,12.2,12.6,27.9,,
1456,10,16.291,72.163,2.9,3.6,23.7,,
1457,9,18.135,72.745,5.6,6.5,25.7,,
1458,9,18.123,72.96,6.7,7.3,26.3,,
1459,9,17.964,73.209,2.2,3.1,24.1,,
1460,9,17.019,74.646,9.6,9.3,27.6,,
1461,9,16.93,74.97,3.7,4.7,25.1,,
1462,9,16.825,75.109,2.6,3.5,24.5,,
1463,9,15.415,76.643,5.6,6.5,26,,
1464,9,15.286,78.311,6.1,6.9,26.6,,
1465,9,14.832,78.362,4.7,5.7,25.9,,
1466,9,14.662,77.797,5.5,6.4,26.1,,
1467,9,13.926,77.973,4.4,5.4,25.4,,
1468,9,13.858,77.926,4.5,5.5,25.4,,
1469,9,13.762,78.356,10.7,9.9,28.2,,
1470,9,13.409,78.462,4.8,5.8,25.6,,
1471,9,12.952,77.604,2.4,3.3,24.1,,
1472,9,13.359,77.61,1.5,2.2,23.7,,
1473,8,14.613,79.679,21.8,16.9,33.3,,
1474,9,14.308,79.48,4,5,25.7,,
1475,9,12.888,79.8,7.3,7.8,26.9,,
1476,9,17.173,79.147,7.5,7.9,27.9,,
1477,9,17.084,79.119,6.5,7.2,27.5,,
1478,8,10.822,79.273,20.6,16.5,31.8,,
1479,9,10.631,76.185,5.4,6.3,24.6,,
1480,8,11.563,76.704,17.8,15.4,30.4,,
1481,10,12.895,75.419,1.2,2,22.9,,
1482,12,12.294,74.111,27,15,32.1,,
1483,8,10.243,73.708,17,15.1,29,,
1484,8,10,73.553,18.4,15.7,29.4,,
1485,7,11.912,72.669,8.9,10.4,26,,
1486,7,10.916,71.646,12.3,12.7,26.9,,
1487,10,11.678,71.331,1.3,2.1,21.6,,
1488,12,9.219,71.479,25.6,14.7,30.3,,
1489,8,6.944,72.618,19.5,16.1,28.8,,
1490,12,6.277,73.866,13.4,11,26.1,,
1491,9,1,70.662,6,6.8,21.1,,
1492,9,0.816,70.531,3.2,4.2,19.7,,
1493,9,0.805,70.67,3.7,4.7,20,,
1494,12,3.585,74.163,9.4,8.9,24,,
1495,12,2.018,75.004,19,13,27.3,,
1496,12,1.98,74.787,14.3,11.4,25.6,,
1497,12,1.574,75.147,11.5,10.1,24.6,,
1498,10,6.695,76.814,1.8,2.6,22,,
1499,9,6.155,79.761,10.7,9.9,26.6,,
1500,9,5.925,79.384,10.6,9.9,26.4,,
1501,9,5.295,78.827,6.9,7.5,24.6,,
1502,8,2.628,78.095,22.9,17.3,30.2,,
1503,9,2.242,81.173,5.6,6.5,23.9,,
1504,8,3.453,81.476,20.5,16.5,30.5,,
1505,8,4.347,83.714,17.1,15.1,30.1,,
1506,9,4.186,83.32,5.7,6.5,24.9,,
1507,9,3.907,83.317,5.2,6.1,24.6,,
1508,9,3.81,84.207,6.4,7.1,25.4,,
1509,9,2.719,83.59,7.5,7.9,25.4,,
1510,9,2.718,83.628,12.1,10.7,27.3,,
1511,9,4.07,84.838,4.2,5.2,24.6,,
1512,8,3.805,85.093,16.8,15,30.2,,
1513,9,2.914,85.054,4.1,5.1,24.3,,
1514,9,2.936,85.056,3.8,4.8,24.2,,
1515,8,1.816,87.444,14.6,14,29.5,,
1516,8,2.839,87.859,16.6,14.9,30.6,,
1517,8,0.88,88.415,15.1,14.2,29.7,,
1518,8,2.91,88.928,12.2,12.6,29.2,,
1519,4,5.466,89.721,5.8,7.6,27.2,,
1520,9,9.46,85.641,21,14,32.5,,
1521,9,9.732,85.64,25.6,15.2,34,,
1522,8,9.192,84.719,18.7,15.8,32.1,,
1523,8,11.461,87.641,18.7,15.8,33.4,,
1524,8,12.113,85.263,20.9,16.6,33.7,,
1525,8,13.856,80.489,19.6,16.2,32.5,,
1526,9,14.186,86.709,12.8,11,31.2,,
1527,9,16.463,87.17,2.6,3.5,27.4,,
1528,9,16.42,87.268,16.1,12.4,33,,
1529,10,16.364,89.154,2.4,3.1,27.8,,
1530,10,18.451,88.846,4.1,4.6,29,,
1531,10,18.857,85.996,2.6,3.3,27.7,,
1532,9,19.622,87.336,13.5,11.3,32.9,,
1533,9,19.567,87.311,12,10.6,32.4,,
1534,9,24.672,89.476,11.4,10.3,34,,
1535,9,24.681,89.637,3.5,4.5,30.6,,
1536,9,27.39,88.562,17.6,13,36.6,,
1537,9,27.669,88.778,35.5,17.1,42.3,,
1538,9,28.187,88.657,9.7,9.4,34,,
1539,9,32.108,80.991,8.5,8.6,32.6,,
1540,9,33.264,80.493,3.6,4.6,30.5,,
1541,7,33.51,80.428,16.8,15,36.4,,
1542,10,36.061,82.052,1.2,2,30.3,,
1543,9,35.87,83.524,6,6.8,33,,
1544,9,33.537,85.035,31.4,16.4,41.6,,
1545,9,33.835,84.992,27.6,15.7,40.5,,
1546,9,34.47,85.674,2.1,3,31.3,,
1547,9,34.529,85.692,4.1,5.1,32.4,,
1548,9,34.875,85.453,8.1,8.3,34.2,,
1549,9,36.418,84.497,4.1,5.1,32.5,,
1550,10,36.608,85.411,1,1.9,31.2,,
1551,9,36.826,84.977,3.7,4.7,32.6,,
1552,12,38.352,84.279,20.7,13.5,39.2,,
1553,12,38.715,84.473,24,14.4,40.4,,
1554,12,38.487,84.606,20.6,13.5,39.3,,
1555,12,40.264,82.426,29,15.4,41.8,,
1556,12,40.537,82.208,22.1,13.9,39.7,,
1557,12,40.532,81.817,21.3,13.7,39.3,,
1558,12,40.932,82.181,15,11.6,37.4,,
1559,9,42.194,83.061,4.5,5.5,33.8,,
1560,9,42.282,83.143,3.1,4.1,33.2,,
1561,9,42.38,83.536,3.1,4.1,33.3,,
1562,10,41.31,84.664,1.1,2,32.3,,
1563,9,44.094,82.053,13.4,11.3,37.7,,
1564,9,44.194,82.07,10.5,9.8,36.6,,
1565,10,47.053,81.153,1,1.9,32.8,,
1566,10,47.86,80.909,1.8,2.6,33.3,,
1567,10,48.567,81.787,1.6,2.4,33.6,,
1568,9,48.395,81.74,11.3,10.2,37.9,,
1569,9,48.872,83.397,13,11.1,39.1,,
1570,10,48.526,83.676,1.8,2.6,34.1,,
1571,9,48.154,83.215,4.2,5.2,35.2,,
1572,10,47.258,83.628,3,3.6,34.4,,
1573,9,48.245,83.922,10.4,9.8,38.1,,
1574,10,47.173,85.416,4.3,4.7,35.4,,
1575,9,46.35,86.046,3.5,4.5,35.1,,
1576,12,41.785,87.619,29,15.4,43.4,,
1577,9,47.027,88.96,3,4,35.7,,
1578,9,47.054,88.371,4.5,5.5,36.4,,
1579,9,47.432,88.155,4.5,5.5,36.4,,
1580,10,47.326,86.662,1.1,2,34.3,,
1581,8,49.621,86.256,8.5,10.1,38.6,,
1582,10,47.926,88.445,3.8,4.3,36.1,,
1583,9,47.115,89.194,4.8,5.8,36.7,,
1584,9,47.709,89.203,13.6,11.4,40.5,,
1585,9,47.93,89.372,7.4,7.9,38.1,,
1586,9,47.926,89.4,3.8,4.8,36.5,,
1587,8,50.414,89.57,6.2,8,38.6,,
1588,8,50.491,89.248,6.5,8.3,38.6,,
1589,8,54.087,87.067,4.1,5.8,37.8,,
1590,8,54.242,88.289,8.2,9.8,40.1,,
1591,8,54.75,88.624,8.9,10.4,40.7,,
1592,8,55.908,89.064,8.2,9.8,40.7,,
1593,8,55.603,87.941,4.5,6.2,38.6,,
1594,9,58.384,86.721,19.8,13.7,44.6,,
1595,8,57.793,85.23,3.4,4.9,37.8,,
1596,9,59.496,86.751,8.3,8.5,40.8,,
1597,9,59.73,86.763,21,14,45.4,,
1598,9,59.837,86.728,12,10.6,42.3,,
1599,9,59.9,86.868,5.3,6.2,39.6,,
1600,9,58.969,83.721,5.7,6.5,38.7,,
1601,9,56.148,82.826,13.2,11.2,40.8,,
1602,8,57.926,82.402,9.5,10.8,40.2,,
1603,8,54.822,81.499,8.2,9.8,38.6,,
1604,8,53.842,80.367,9,10.5,38.4,,
1605,8,57.318,80.641,9.5,10.8,39.6,,
1606,10,63.968,83.998,2.2,2.9,38.3,,
1607,10,64.344,81.28,8.8,8.1,40.6,,
1608,10,65.276,83.194,7.5,7.2,40.8,,
1609,10,66.985,80.912,5.7,5.8,39.9,,
1610,10,67.309,82.741,1.1,2,38.3,,
1611,10,65.17,85.261,4.4,4.8,39.9,,
1612,10,66.649,87.299,5,5.3,41.1,,
1613,10,72.338,88.123,3.8,4.3,42.1,,
1614,4,74.657,88.731,2.2,3.2,42.2,,
1615,10,77.924,89.549,2.8,3.5,43.4,,
1616,10,75.055,87.93,4,4.5,42.9,,
1617,4,75.841,86.784,1.8,2.6,41.8,,
1618,9,74.265,85.989,14.5,11.8,46.6,,
1619,12,74.455,84.691,23,14.1,49.1,,
1620,12,73.387,82.232,42.7,17.3,53.9,,
1621,12,72.15,81.378,16,12,45.4,,
1622,9,73.187,81.015,9,8.9,43,,
1623,12,73.217,80,36.3,16.5,51.5,,
1624,9,76.315,80.825,8.8,8.8,43.7,,
1625,9,77.436,80.574,10.5,9.8,44.6,,
1626,9,86.066,83.035,5.1,6,45.1,,
1627,9,82.316,83.076,5.5,6.4,44.3,,
1628,12,86.564,84.644,28.9,15.4,53.9,,
1629,12,89.827,81.141,12.7,10.7,48.6,,
1630,12,89.352,82.988,11.2,9.9,48.4,,
