Tree	x	y	dbh	species	height
356	80.576	69.196	26.3	9	0
357	83.4436	68.973	28.5	9	0
358	86.8644	64.4347	11.5	9	0
359	89.2644	65.3885	29.5	9	0
360	95.1747	70.9653	24.8	9	0
361	90.8361	80.6408	20.8	9	0
362	97.657	86.0085	36	9	0
363	93.4495	88.4213	18.6	9	0
364	85.8093	93.6066	23.2	9	0
365	86.5675	97.6881	30.7	9	0
366	86.6518	97.9244	33.6	9	0
367	80.0711	82.9079	28.4	9	0
368	72.2826	93.8611	20	9	0
369	78.9842	75.3797	25.1	9	0
370	78.4987	73.1327	22.2	9	0
371	68.0932	73.5401	21.4	9	0
372	68.2297	73.4683	18.8	9	0
373	6.6574	56.8594	9.8	10	0
374	48.3956	15.4577	5.7	10	0
375	88.479	6.0142	6	10	0
376	55.2124	61.4764	16.8	10	0
377	99.8819	87.4719	5.5	10	0
378	2.551	31.5077	20.2	11	0
379	28.4251	16.1412	15.8	11	0
380	64.9776	6.8344	22.7	11	0
381	65.4458	8.198	18	11	0
382	70.9545	4.0618	10.8	11	0
383	98.3243	54.4884	22.9	11	0
384	87.9611	60.0548	7.8	11	0
385	4.835	31.3375	9.3	12	0
386	61.9688	85.2455	18.7	12	0
387	64.7436	86.2729	28.9	12	0
388	66.4317	65.7457	15.8	12	0
389	98.3878	80.2162	17.5	12	0
390	4.593	1.9232	5.2	13	0
391	8.5376	1.5298	9.3	13	0
392	4.4934	13.6815	8.5	13	0
393	13.7877	13.3764	15.4	13	0
394	10.9393	40.5928	14.3	13	0
395	14.8079	18.3968	16	13	0
396	36.8863	2.1616	5.5	13	0
397	34.465	23.4404	9.5	13	0
398	24.6805	34.2186	5.7	13	0
399	21.0804	34.0271	9.5	13	0
400	15.7185	38.447	11.5	13	0
401	8.2651	52.5912	6.7	13	0
402	5.5625	71.5267	12.3	13	0
403	7.7558	65.4853	5.2	13	0
404	8.1148	60.684	8.3	13	0
405	16.6592	55.9277	13.9	13	0
406	20.8075	53.0994	5.7	13	0
407	47.668	0.5843	5.6	13	0
408	28.8259	58.8802	8.4	13	0
409	3.0439	82.4989	6.4	13	0
410	61.4045	9.565	7.5	13	0
411	60.4158	9.8945	6.4	13	0
412	70.2177	4.8933	10.7	13	0
413	71.9356	14.5052	9.5	13	0
414	74.6075	14.2419	7.4	13	0
415	76.6135	14.885	5.5	13	0
416	81.8987	10.4506	8	13	0
417	80.6252	9.61	7.7	13	0
418	80.823	20.3856	10.6	13	0
419	88.0965	19.085	10.7	13	0
420	95.8054	4.7594	5	13	0
421	94.9472	1.2655	6.1	13	0
422	99.062	2.6629	5.5	13	0
423	94.1122	7.3307	9.9	13	0
424	92.8343	5.7011	5.4	13	0
425	94.293	8.1595	10.2	13	0
426	92.2174	10.3743	14.4	13	0
427	90.9684	13.0288	5.8	13	0
428	89.5088	15.6989	7.4	13	0
429	89.6383	15.6647	9.4	13	0
430	96.9445	11.7504	10.9	13	0
431	98.1878	20.6024	6.9	13	0
432	98.064	25.0402	9.1	13	0
433	98.0045	27.5034	15.3	13	0
434	97.6789	27.2447	5.1	13	0
435	91.1556	21.9575	8.9	13	0
436	90.6189	19.4578	6.4	13	0
437	89.1345	22.3664	7.9	13	0
438	89.6387	23.1188	9.3	13	0
439	88.7209	23.5121	12.6	13	0
440	79.1631	22.7954	5.7	13	0
441	78.3789	21.7073	9.9	13	0
442	69.534	24.0337	6.8	13	0
443	68.57	29.1531	13.1	13	0
444	63.8982	34.6636	13.2	13	0
445	62.6217	35.406	7.9	13	0
446	32.8106	56.2759	7.8	13	0
447	30.9994	64.4507	13.5	13	0
448	31.2014	65.9559	8.1	13	0
449	27.5495	70.9108	5.8	13	0
450	19.6386	86.4849	5	13	0
451	13.9057	84.283	5.7	13	0
452	34.6666	79.1984	8.4	13	0
453	40.0044	72.6652	5	13	0
454	49.7796	57.0851	6.9	13	0
455	51.3931	57.8084	5.5	13	0
456	51.3533	61.385	13.9	13	0
457	47.9517	79.4102	8.3	13	0
458	52.4611	83.2675	11.4	13	0
459	61.5455	87.9525	6.1	13	0
460	64.288	92.0168	5	13	0
461	65.6226	85.6725	6	13	0
462	62.127	79.9589	5.2	13	0
463	62.7589	66.6124	7.9	13	0
464	59.5012	64.3476	22.5	13	0
465	63.5644	50.7537	6.8	13	0
466	65.6918	48.3285	6.4	13	0
467	67.2056	47.9069	6.5	13	0
468	70.8604	50.8293	11.7	13	0
469	75.0766	31.3302	5	13	0
470	75.375	30.8461	5.5	13	0
471	79.7825	34.4749	11.7	13	0
472	81.946	29.9958	7.8	13	0
473	83.8124	32.0039	7.9	13	0
474	84.1069	34.6681	10.4	13	0
475	78.8173	38.2756	6.4	13	0
476	85.4018	40.063	7.2	13	0
477	94.543	37.0017	6.8	13	0
478	90.1749	60.5415	5.7	13	0
479	91.0356	70.6213	12.5	13	0
480	94.9597	64.8566	21.5	13	0
481	97.4292	81.2784	8.2	13	0
482	99.7328	90.0498	11	13	0
483	78.393	93.7515	6.1	13	0
484	83.0328	90.3431	6.8	13	0
485	83.5052	84.186	5.3	13	0
486	73.613	76.4359	7.1	13	0
487	72.6042	74.2133	7.2	13	0
488	73.524	73.3915	5.2	13	0
489	69.5662	76.1927	7.7	13	0
490	67.1499	77.0539	7.2	13	0
491	69.6109	72.2286	10.9	13	0
492	76.1857	69.9985	6.4	13	0
493	35.1035	6.0664	6.4	14	0
494	33.4043	25.3899	8.6	14	0
495	22.2367	53.0886	6.2	14	0
496	40.0504	8.6618	7.9	14	0
497	49.388	5.8999	8.3	14	0
498	35.2158	47.8105	8.1	14	0
499	62.066	36.0352	13.4	14	0
500	39.4501	80.2274	8.7	14	0
501	48.5185	73.06	13.2	14	0
502	52.809	71.8532	10.1	14	0
503	57.6501	96.9041	7.4	14	0
504	89.3082	51.6557	5	14	0
505	92.8871	58.912	8.2	14	0
506	92.9368	59.2575	16.2	14	0
507	99.2848	69.0419	8.9	14	0
508	99.3888	68.9061	7.1	14	0
509	99.3906	69.1171	18.3	14	0
510	80.3985	98.3808	8.7	14	0
511	75.0701	89.1882	5	14	0
512	73.093	89.0843	5.1	14	0
513	8.3514	1.0344	8.5	15	0
514	10.1305	6.7838	18.3	15	0
515	5.7424	17.3529	10.5	15	0
516	3.0854	27.4043	8.1	15	0
517	0.2456	32.3104	6.8	15	0
518	11.1657	37.9521	5.5	15	0
519	8.3103	32.7035	15.6	15	0
520	11.0697	28.4858	32.7	15	0
521	22.1071	22.5265	9	15	0
522	29.5909	28.9118	34.7	15	0
523	20.8975	39.9725	35.6	15	0
524	4.2838	53.2237	14.3	15	0
525	4.3883	71.6824	35.5	15	0
526	22.7082	51.5638	5.1	15	0
527	36.9169	39.0372	8.3	15	0
