Number	x	y	species	dbh	height	CL
912356	375.793	230.617	33	1.2	1.5 	1.2 
912361	372.765	230.037	33	1.3	2.1 	1.9 
912391	372.404	233.333	33	1.4	1.9 	1.2 
912391.2	372.404	233.333	33	1	1.6 	0.9 
912516	360.352	223.598	33	1.1	1.5 	1.0 
912958	301.931	266.756	33	1.2	1.5 	1.5 
914264	269.168	253.399	33	1.2	2.0 	1.8 
914266	269.593	252.982	33	1.1	1.7 	1.6 
914733	334.092	247.542	33	1.7	2.2 	1.6 
92732	324.992	202.275	34	26.3	11.0 	7.0 
93054	344.566	218.059	34	43	28.3 	8.7 
94229	367.421	275.186	34	11.5	12.5 	8.8 
902732.2	324.992	202.275	34	10.2	10.8 	8.5 
902732.3	324.992	202.275	34	11.4	11.3 	8.5 
902732.4	324.992	202.275	34	8.1	9.8 	8.4 
903635	268.511	213.892	34	18.5	18.0 	11.0 
91824	219.476	231.713	35	3.5	2.8 	1.1 
92666	204.916	211.883	35	5.6	6.3 	2.7 
93798	273.214	268.847	35	3.6	5.5 	5.0 
903599	265.048	203.82	35	4.3	6.2 	3.0 
903703	309.089	216.085	35	3.7	4.5 	2.0 
903730	401.261	203.123	35	31.6	17.8 	7.3 
903732	394.09	204.956	35	15.2	13.7 	6.8 
903744	388.779	205.446	35	6.7	9.0 	3.5 
910004	224.1255682	202.0640148	35	3.4	4.2 	1.8 
910093	227.2199723	214.8574883	35	1	1.8 	0.6 
910110	232.3624328	217.4385024	35	1.8	2.5 	1.2 
910514	379.038	199.761	35	1.2	2.1 	0.9 
911639	384.855	215.405	35	2.4	2.9 	0.2 
911640	384.657	215.555	35	1	2.3 	1.1 
912854	332.59	271.554	35	1	1.7 	1.4 
914184	266.309	248.17	35	1	2.6 	1.9 
915203	201.866	206.548	35	2.9	3.2 	0.2 
915203.2	201.866	206.548	35	1.3	3.0 	1.2 
915211	204.109	200.475	35	2.3	3.2 	0.1 
915272	202.611	216.755	35	2.6	3.8 	0.1 
915380	208.851	235.034	35	2.6	4.5 	2.5 
915387	206.914	240.33	35	1.6	2.4 	0.1 
915718	382.58	243.614	35	1.1	2.9 	1.1 
915720	380.431	246.292	35	2.6	3.7 	1.5 
915786	383.204	257.51	35	2.4	3.6 	1.5 
91834	204.51	244.867	36	7.6	5.8 	3.4 
92735	217.421	215.184	36	11.8	7.6 	4.4 
92735.2	217.421	215.184	36	3.5	3.4 	2.1 
93446	280.183	234.895	36	8.5	2.2 	4.3 
903513	256.607	205.635	36	7	7.8 	5.7 
903577	263.219	202.074	36	6.2	8.5 	6.7 
903592	271.67	202.826	36	3.4	4.6 	2.0 
903592.2	271.67	202.826	36	3.2	3.9 	2.3 
903762	399.69	213.315	36	6.3	8.3 	3.2 
903763	400.778	212.05	36	4.6	7.6 	2.8 
903786	397.584	223.779	36	10	11.7 	9.2 
903787	396.884	224.294	36	5.2	7.5 	2.0 
910010	228.2014065	203.0665045	36	4.6	6.8 	2.7 
910013	232.768246	203.8356699	36	4.6	5.3 	1.9 
910254	261.007	208.724	36	2	3.5 	2.7 
910269	277.486	212.326	36	3.1	4.2 	2.1 
910602	290.162	217.779	36	1.3	2.5 	1.6 
910659	318.28	208.879	36	2.2	3.2 	2.0 
910662	319.859	209.439	36	1.1	1.9 	0.9 
911023	222.695	226.635	36	2.5	2.5 	1.7 
911088	225.663	235.922	36	3.5	4.3 	2.8 
911259	245.05	232.613	36	2.3	2.5 	1.4 
911315	255.51	234.863	36	2.5	4.0 	2.4 
911316	255.103	234.678	36	3.7	6.0 	4.1 
911494	263.962	234.153	36	2.1	3.0 	2.2 
911633	388.45	218.125	36	2.7	2.7 	1.7 
912128	303.108	223.874	36	2	2.6 	1.5 
912207	328.177	222.787	36	2.2	3.1 	1.9 
912208	328.717	224.746	36	1.9	3.1 	1.6 
912211	331.632	223.57	36	1.9	2.4 	1.2 
912335	370.649	225.632	36	2.1	3.1 	1.7 
912335.2	370.649	225.632	36	1.2	2.4 	1.5 
912371	364.949	228.01	36	1.2	2.0 	1.5 
912428	398.462	225.857	36	3.4	4.0 	3.0 
912579	362.712	233.528	36	1.7	2.4 	1.7 
912822	334.899	265.268	36	1	1.8 	1.2 
913978	238.443	278.049	36	2	3.0 	1.8 
914902	350.868	241.653	36	1.3	2.6 	1.8 
914908	359.002	241.934	36	2.5	3.5 	2.4 
914929	344.481	245.042	36	2.3	2.8 	1.7 
915201	201.441	204.24	36	2.6	2.5 	1.7 
915202	200.665	206.845	36	1.3	2.2 	1.0 
915216	217.537	204.048	36	1.7	2.3 	1.7 
915295	210.693	218.985	36	1.6	2.0 	1.6 
915330	205.165	228.596	36	1.1	1.7 	1.0 
915332	201.274	232.492	36	2.6	3.1 	0.1 
915347	210.338	228.571	36	1.4	1.7 	1.5 
9131084	346.211	209.938	36	4	4.5 	2.7 
93122	222.311	223.791	37	20.9	11.4 	3.8 
93122.2	222.311	223.791	37	4.3	7.8 	5.0 
93122.3	222.311	223.791	37	3.5	7.6 	5.1 
93126	228.247	223.446	37	7.6	8.5 	4.8 
91715	344.85	237.152	38	72.3	25.3 	14.7 
91726	224.234	246.63	38	6.8	14.7 	11.3 
91949	204.177	265.339	38	24.5	17.8 	9.5 
91992	212.847	263.218	38	56	37.6 	16.4 
93693	287.917	263.932	38	55.2	32.7 	13.2 
94320	341.821	279.145	38	52.5	20.6 	9.7 
902668	282.617	204.059	38	30.1	18.2 	9.7 
903586	279	202.819	38	26.8	18.8 	11.3 
903591	275.72	204.324	38	13.2	13.7 	9.6 
903705	316.019	216.58	38	83	24.0 	7.8 
903855	323.844	233.8	38	22.1	16.8 	10.4 
910358	295.658	205.424	38	3.9	3.5 	1.5 
915786	384.671	252.172	38	37.7	16.3 	8.7 
910151	256.316	206.777	39	1.4	2.3 	2.0 
94460	283.35	242.609	40	12.8	11.6 	9.3 
94603	397.177	272.605	40	25.5	18.3 	9.7 
910619	297.961	218.406	41	1.2	2.2 	1.0 
911424	273.202	222.729	41	1	2.0 	1.5 
911570	295.605	237.409	41	1.3	2.1 	0.6 
912073	332.795	240.843	41	1.5	2.2 	1.5 
912877	333.137	274.174	41	1.6	2.3 	1.6 
912910	311.725	263.345	41	1.9	3.1 	1.5 
912916	315.241	261.265	41	2.7	4.0 	1.7 
913644	291.817	277.686	41	1.5	2.2 	1.7 
914843	321.016	255.451	41	2.5	3.6 	2.0 
914843.2	321.016	255.451	41	1.4	2.8 	2.0 
915289	208.819	217.705	41	1.2	2.0 	1.6 
915612	208.601	265.033	41	2	3.1 	1.6 
915646	205.754	268.778	41	1.3	2.2 	1.4 
93698	298.271	262.97	42	6.1	8.1 	3.2 
93698.2	298.271	262.97	42	3.8	4.5 	1.9 
94382	302.392	262.257	42	3.4	3.8 	1.6 
94400	299.729	266.771	42	4.3	5.2 	2.1 
94400.2	299.729	266.771	42	4.3	5.2 	2.1 
94400.3	299.729	266.771	42	3.5	4.0 	1.7 
94400.4	299.729	266.771	42	4	4.8 	2.0 
912901	301.943	263.062	42	3.2	3.5 	1.5 
91716	342.591	235.273	43	26.6	24.4 	13.7 
91716.2	342.591	235.273	43	3	3.9 	2.5 
91716.3	342.591	235.273	43	3.1	4.0 	2.5 
91716.4	342.591	235.273	43	3.4	4.2 	2.6 
91734	227.251	244.946	43	4.9	8.4 	4.7 
91740	222.303	254.087	43	30.1	17.8 	11.6 
91792	231.55	256.108	43	7	9.3 	8.2 
91793	233.64	255.78	43	4.1	7.2 	1.0 
91793.2	233.64	255.78	43	5.6	5.6 	3.5 
91802	212.763	226.935	43	21.2	17.2 	10.8 
91802.2	212.763	226.935	43	20.8	15.6 	9.8 
91811	216.966	228.058	43	10.8	8.6 	5.4 
91811.2	216.966	228.058	43	10.5	8.7 	5.5 
91819	219.189	230.848	43	3.9	3.5 	2.2 
91820	218.717	230.02	43	3.1	3.4 	2.2 
91822	219.756	229.595	43	5.4	4.4 	2.8 
91823	219.884	230.35	43	3.3	2.1 	1.4 
91825	219.107	234.002	43	8.7	6.3 	4.0 
91829	219.087	239.367	43	5.3	4.3 	2.7 
91838	200.455	250.745	43	7.8	6.1 	3.8 
91888	215.262	251.407	43	21	17.8 	11.1 
91902	205.81	258.384	43	13.4	9.8 	6.2 
91929	199.905	264.594	43	9.5	7.6 	4.8 
91929.2	199.905	264.594	43	6.7	6.8 	4.3 
91934	202.219	264.289	43	2.5	3.4 	2.2 
91948	205.757	268.039	43	5	5.2 	3.3 
91955	206.364	264.979	43	4.8	4.2 	2.7 
91963	207.19	273.349	43	29.7	16.3 	10.2 
91967	203.778	276.01	43	19.5	14.5 	9.1 
91971	201.087	278.494	43	12.9	13.2 	8.3 
91984	210.466	269.982	43	2.9	3.2 	2.0 
91988	209.439	266.328	43	8.7	6.4 	4.0 
91988.2	209.439	266.328	43	3.3	2.8 	1.8 
91995	215.999	264.734	43	4.6	5.4 	3.4 
92408	212.852	269.461	43	10.6	8.4 	5.3 
92409	212.869	270.135	43	5	5.4 	3.4 
92450	218.264	277.769	43	4.7	5.8 	3.7 
92454	218.339	280.852	43	5.3	5.4 	3.4 
92615	220.934	277.573	43	3.4	4.8 	2.0 
92637	202.975	208.024	43	6.1	9.2 	5.8 
92637.2	202.975	208.024	43	5.5	5.5 	3.5 
92637.3	202.975	208.024	43	4.9	5.1 	3.2 
92694	213.462	205.782	43	3.8	5.4 	3.4 
92726	210.77	218.072	43	6.9	7.6 	4.8 
92726.2	210.77	218.072	43	3.8	4.2 	2.7 
92741	213.857	220.705	43	6.8	7.4 	4.7 
92744	216.873	219.28	43	6.9	5.8 	3.7 
92744.2	216.873	219.28	43	4.8	5.4 	3.4 
92758	203.459	227.737	43	4	3.8 	2.4 
92758.2	203.459	227.737	43	4.1	3.8 	2.4 
92758.3	203.459	227.737	43	4.1	3.8 	2.4 
92758.4	203.459	227.737	43	4.2	3.8 	2.4 
92771	212.935	223.293	43	2.8	4.1 	2.6 
92771.2	212.935	223.293	43	9.6	4.8 	3.0 
92771.3	212.935	223.293	43	2.8	3.1 	2.0 
92771.4	212.935	223.293	43	9.5	4.3 	2.7 
92772	213.129	223.343	43	3.4	4.2 	2.7 
92772.2	213.129	223.343	43	3	3.8 	2.4 
92778	207.431	234.339	43	42	25.6 	16.0 
92783	201.307	237.27	43	10.7	9.8 	6.2 
92794	210.514	236.285	43	7.3	8.6 	5.4 
92796	211.24	233.337	43	11.6	9.8 	6.2 
93118	363.859	217.372	43	4.6	7.1 	2.5 
93124	223.659	221.311	43	6.7	10.6 	6.8 
93142	229.354	226.759	43	5	6.5 	4.3 
93248	258.19	229.526	43	6.9	9.2 	4.0 
93315	265.595	230.064	43	26.4	13.9 	10.3 
93375	312.19	223.42	43	3.8	4.2 	4.0 
93519	373.201	231.469	43	3.5	3.2 	1.7 
93650	312.413	272.013	43	4.7	9.2 	7.3 
93691	284.899	262.426	43	25	18.9 	15.3 
93733	291.696	274.92	43	15.2	14.4 	12.6 
93745	285.247	277.593	43	9.2	13.6 	10.4 
93763	261.289	263.062	43	29.1	21.3 	16.1 
93764	262.486	263.451	43	19	14.2 	9.8 
93778	261.467	265.432	43	9.5	13.0 	12.2 
93847	247.146	264.472	43	26	16.7 	14.1 
93865	243.756	271.029	43	3.2	4.8 	2.3 
93973	222.625	270.517	43	21.8	16.7 	13.1 
93983	227.999	274.459	43	20.1	16.7 	14.2 
94062	359.473	254.354	43	3.9	6.3 	3.2 
94068	367.696	258.571	43	5.6	7.3 	4.1 
94169	399.627	261.86	43	30.3	16.8 	8.8 
94198	396.598	267.751	43	3.4	4.5 	2.1 
94209	366.664	269.825	43	10.8	11.4 	8.1 
94354	321.027	269.515	43	5.2	8.6 	7.4 
94408	262.127	242.721	43	4.8	6.7 	2.0 
94408.2	262.127	242.721	43	2.2	3.4 	2.2 
94578	305.249	251.587	43	3.5	4.4 	2.0 
94774	358.628	264.074	43	4.3	4.8 	3.6 
94878	312.034	260.048	43	5	7.7 	6.5 
94974	354.767	247.888	43	2.9	5.4 	4.7 
94997	351.958	257.496	43	3.2	6.2 	4.5 
902603	226.946	200.58	43	28.5	27.0 	4.0 
902615	221.303	206.607	43	5.5	7.4 	2.0 
902616	220.371	208.49	43	10.2	12.2 	7.8 
902620	227.324	206.048	43	19.8	8.4 	4.2 
902642	240.9416276	211.1971326	43	5.9	7.2 	5.0 
903514	255.997	205.64	43	8.4	9.4 	7.0 
903524	259.205	209.071	43	4	6.7 	4.6 
903565	243.703	218.328	43	4.3	6.8 	3.0 
903605	266.998	205.734	43	6.8	8.0 	4.6 
903676	312.61	206.942	43	9.3	11.0 	9.6 
903814	328.512	225.092	43	4	3.5 	3.2 
903895	358.816	221.919	43	5.4	9.0 	4.0 
910034	226.9299061	207.6851364	43	3.8	4.1 	3.0 
910260	279.088	210.12	43	1.4	1.8 	1.4 
910321	274.015	218.738	43	1.4	2.0 	1.8 
910483	281.951	214.438	43	1.2	2.5 	2.0 
910516	379.94	207.888	43	3.5	3.4 	2.1 
910517	379.434	208.322	43	3.6	3.3 	1.4 
910518	376.987	207.517	43	1	1.6 	0.8 
910519	375.414	207.804	43	2.2	2.2 	1.9 
910524	367.063	203.798	43	1.2	1.9 	0.6 
910529	361.781	203.495	43	2.7	3.8 	2.1 
910542	375.657	209.846	43	2.6	3.3 	2.2 
910545	376.106	213.247	43	3	2.1 	1.4 
910576	372.561	209.199	43	2.2	2.9 	1.2 
910593	387.609	204.354	43	1.8	2.1 	1.5 
910689	318.503	215.823	43	2.9	3.8 	2.1 
910770	336.06	205.915	43	1.2	2.5 	1.5 
910833	328.525	215.492	43	2.9	3.2 	2.5 
910840	331.31	221.277	43	1.6	2.7 	1.1 
910849	333.033	221.309	43	1.7	2.0 	0.8 
910877	360.643	201.605	43	3.4	3.8 	2.4 
910885	359.158	204.814	43	3.7	3.8 	2.1 
910885.2	359.158	204.814	43	1.6	3.0 	1.9 
910938	347.395	208.237	43	2.6	3.6 	2.9 
910960	358.697	216.714	43	4.6	5.2 	4.1 
910960.2	358.697	216.714	43	3.3	5.1 	3.7 
910963	359.834	218.43	43	3	3.8 	1.6 
910964	358.673	217.79	43	2.9	4.6 	3.7 
910991	396.409	202.137	43	2	2.8 	1.7 
911041	232.978	222.478	43	3.7	3.1 	1.5 
911057	233.58	230.428	43	2	2.3 	1.6 
911099	229.675	235.759	43	3.4	3.5 	1.5 
911183	279.466	237.256	43	1.7	2.9 	2.0 
911188	277.804	238.473	43	1.1	2.3 	1.8 
911310	257.272	233.045	43	2.7	3.9 	2.3 
911388	242.383	240.342	43	1.1	2.0 	1.6 
911393	242.101	241.409	43	1.2	2.5 	1.5 
911417	279.222	222.683	43	1.1	2.0 	1.6 
911442	276.04	227.801	43	2.3	3.6 	1.7 
911464	286.193	254.671	43	1.4	3.0 	1.7 
911468	292.776	255.753	43	1	2.0 	0.9 
911470	293.035	255.004	43	1	1.6 	0.8 
911473	294.226	255.09	43	2	3.2 	1.5 
911478	296.503	255.143	43	2.3	3.1 	1.3 
911494	292.424	259.555	43	1.3	2.0 	1.7 
911497	291.058	258.845	43	1.6	1.6 	2.0 
911500	288.712	257.661	43	1.4	1.4 	2.5 
911536	290.529	261.587	43	1.3	2.6 	2.0 
911538	281.936	228.164	43	1.2	1.9 	1.5 
911544	291.171	260.126	43	1.2	2.5 	0.9 
911545	293.434	259.865	43	1.2	2.1 	1.9 
911546	294.662	258.594	43	1	1.7 	0.6 
911547	293.57	260.814	43	1.6	2.1 	1.4 
911553	297.115	260.969	43	1	1.9 	1.1 
911555	298.618	234.077	43	3.3	3.2 	2.1 
911555	298.06	260.169	43	1.4	2.5 	1.8 
911607	386.5	208.573	43	2.5	3.4 	1.1 
911622	395.058	212.542	43	4.3	6.2 	2.9 
911623	398.626	215.91	43	4.6	5.4 	2.3 
911627	393.637	216.1	43	3.4	4.1 	2.0 
911637	387.116	212.84	43	3.5	3.8 	1.6 
911638	385.015	214.493	43	3.5	3.7 	2.5 
911643	383.143	217.94	43	2.5	2.8 	1.9 
911669	223.922	248.318	43	3.1	4.2 	2.3 
911831	241.794	247.503	43	2	3.1 	1.9 
911852	261.262	246.342	43	1.9	3.9 	1.9 
911862	257.685	246.514	43	1.4	2.7 	1.1 
911905	252.945	249.431	43	3.1	4.5 	2.1 
911906	253.385	250.372	43	2.3	4.2 	2.2 
911910	253.905	251.73	43	1.2	2.3 	1.4 
911923	256.589	248.421	43	2.6	3.8 	1.4 
911925	258.125	246.962	43	1.4	2.2 	1.8 
911926	258.389	248.381	43	1	1.9 	1.7 
911960	253.025	252.661	43	1.5	1.9 	1.2 
911980	242.667	251.217	43	1	1.7 	1.2 
912095	366.628	236.384	43	1.5	2.2 	1.6 
912175	316.519	233.336	43	1.3	2.2 	1.4 
912196	301.712	237.844	43	1.6	2.8 	1.1 
912227	338.733	226.091	43	1.2	2.3 	1.6 
912293	331.934	236.327	43	2.2	2.2 	1.6 
912302	364.141	220.827	43	2.6	3.2 	1.9 
912303	364.13	220.9	43	2.1	3.1 	1.8 
912425	399.894	220.194	43	4.3	4.6 	2.1 
912438	389.636	226.012	43	1	1.7 	1.0 
912439	388.519	226.719	43	1.2	1.8 	0.2 
912505	344.983	220.954	43	2.1	2.5 	1.6 
912529	345.49	229.36	43	1.8	2.5 	2.0 
912540	352.184	232.437	43	2.3	2.5 	1.9 
912545	349.553	235.685	43	1.4	2.2 	1.3 
912941	312.886	264.904	43	1.4	2.3 	1.5 
913042	382.96	267.079	43	1.4	2.5 	1.5 
913213	236.918	263.495	43	1.6	3.0 	1.9 
913251	226.94	269.59	43	1.5	2.9 	1.9 
913515	292.508	262.207	43	1.5	2.9 	1.7 
913521	295.144	264.44	43	1.5	2.5 	1.6 
913752	275.764	267.864	43	1	1.7 	1.7 
913973	239.051	275.922	43	2.1	3.3 	2.1 
914176	271.628	247.724	43	2.9	3.4 	3.2 
914217	276.276	251.789	43	1.7	2.7 	1.7 
914218	274.96	251.834	43	1.1	1.8 	0.8 
914289	265.084	256.509	43	1.4	1.9 	0.8 
914315	273.749	258.061	43	1.5	2.2 	1.3 
914325	280.396	241.46	43	1.4	2.4 	1.5 
914368	286.289	245.19	43	1.8	2.6 	1.8 
914391	292.349	247.496	43	1.7	2.7 	1.6 
914401	293.531	249.166	43	1.3	2.4 	1.6 
914594	316.687	249.023	43	1.8	2.5 	1.8 
914600	312.423	252.25	43	2.4	3.2 	2.4 
914613	304.391	254.279	43	1	1.9 	1.3 
914618	305.385	255.209	43	3.3	4.2 	1.7 
914624	305.363	257.157	43	2.6	3.5 	2.4 
914629	300.213	260.148	43	2.1	3.9 	1.9 
914632	300.814	261.445	43	2.3	2.4 	2.0 
914633	301.436	260.94	43	2.1	3.7 	3.1 
914672	319.027	258.188	43	1.1	2.1 	1.7 
914702	326.861	242.217	43	1.1	2.2 	0.9 
914730	339.291	247.707	43	1.2	2.3 	1.3 
914741	328.856	245.836	43	1	1.7 	1.2 
914742	326.693	243.862	43	2.1	3.2 	1.7 
914788	319.927	248.921	43	2.4	3.5 	2.3 
914789	320.021	249.042	43	1.4	2.4 	2.0 
914903	351.68	243.267	43	1.2	3.0 	1.9 
914917	349.762	244.276	43	2	3.4 	2.3 
914920	348.848	245.407	43	1.5	2.9 	2.2 
914921	348.887	245.846	43	2.9	4.0 	2.4 
914933	342.202	247.835	43	1.2	2.0 	1.6 
914961	347.898	254.257	43	2.7	3.5 	2.0 
915015	374.635	244.633	43	1.6	1.9 	1.3 
915346	212.572	227.912	43	1.7	3.3 	1.7 
915362	219.754	228.452	43	2	2.7 	1.5 
915363	220.106	229.039	43	2.1	2.8 	1.7 
915609	210.841	264.485	43	1.4	2.9 	1.8 
915618	203.574	263.827	43	1.5	2.9 	1.9 
915661	209.984	267.343	43	2.5	3.6 	2.3 
915786	393.237	245.542	43	6.1	6.8 	3.2 
915786	382.979	257.187	43	4.8	7.8 	5.2 
9103136	280.484	252.534	43	1.2	2.8 	1.8 
9153095	383.65	255.192	43	1.4	2.9 	1.8 
91833	204.246	243.956	44	2.9	4.6 	1.0 
92639	203.603	203.381	44	5.8	8.6 	1.7 
92675	203.048	219.557	44	6.4	7.3 	1.5 
92680	204.587	218.96	44	4	8.6 	1.7 
92699	219.43	205.057	44	3.8	4.1 	0.9 
92712	210.734	207.798	44	3.8	4.4 	1.0 
92747	202.015	222.786	44	4.5	5.4 	1.1 
92748	202.218	223.406	44	5.2	5.5 	1.1 
92749	202.783	221.556	44	9.2	8.6 	1.7 
92752	205.188	222.694	44	13.5	8.6 	1.7 
92753	205.844	222.677	44	14.6	13.4 	2.5 
92753.2	205.844	222.677	44	17.4	15.4 	2.9 
92753.3	205.844	222.677	44	18.8	16.6 	3.1 
92754	204.506	224.152	44	4.8	4.1 	0.9 
92756	202.585	226.129	44	3.1	3.8 	0.8 
92768	206.846	227.307	44	5.3	6.1 	1.3 
92795	211.525	233.801	44	11.9	14.3 	2.7 
910020	237.0257428	206.8594254	44	1.5	2.0 	0.8 
915207	204.004	207.632	44	3.1	3.8 	0.1 
915232	215.388	206.792	44	1.2	1.8 	0.9 
915233	217.461	206.369	44	2.4	2.2 	1.7 
915238	217.815	207.87	44	1	1.7 	1.0 
915258.1	205.352	209.574	44	2.8	2.3 	0.1 
915258.2	205.352	209.574	44	1.4	2.3 	0.6 
915275	204.053	218.005	44	1	1.7 	1.5 
915276	202.396	218.84	44	1.1	1.8 	0.1 
915277.1	201.187	219.092	44	1.1	2.0 	0.1 
915277.2	201.187	219.092	44	1	2.0 	0.5 
915278	205.962	217.684	44	1.3	1.8 	0.1 
915280	207.739	215.158	44	1.1	1.8 	0.1 
915281	207.323	216.969	44	1.3	1.9 	1.0 
915282	206.586	218.887	44	1.2	1.6 	0.2 
915285	205.966	220.429	44	1.6	2.8 	0.7 
915286	205.516	220.924	44	2.9	3.8 	0.1 
915288	210.265	220.037	44	1	1.7 	0.1 
915301	216.963	220.7	44	1.3	2.0 	1.6 
915321	203.376	222.608	44	2.9	4.5 	2.2 
915322	202.91	222.511	44	1.9	2.6 	0.1 
915324	201.89	225.665	44	2.4	3.5 	0.1 
915326	204.567	224.694	44	1.9	1.7 	0.1 
915327	205.75	226.4	44	1	1.9 	0.1 
915328	203.511	228.143	44	2.1	2.0 	0.1 
915337	204.33	236.836	44	1.4	2.1 	0.1 
915343	207.359	232.953	44	2.3	3.0 	1.6 
913160	371.786	270.619	45	3	3.1 	2.1 
913160.2	371.786	270.619	45	1.9	0.0 	0.0 
91658	355.489	223.145	46	3.8	6.0 	4.0 
92446	218.275	276.262	46	3.8	4.8 	2.8 
93012	356.314	200.503	46	17.5	13.2 	8.0 
903847	329.809	227.157	46	28.1	16.7 	9.4 
910359	295.108	205.998	46	1.6	2.1 	1.1 
910411	293.377	211.845	46	3.9	4.5 	2.3 
910437	297.693	214.252	46	2.5	3.7 	1.6 
910512	376.108	201.197	46	1.4	1.8 	0.8 
910515	378.448	206.251	46	1.6	2.5 	1.4 
910532	362.664	206.264	46	1	1.6 	0.7 
910574	371.783	212.54	46	1.3	2.0 	1.5 
910611	293.586	219.662	46	2.3	3.5 	2.9 
910615	297.01	218.687	46	1.6	3.1 	1.8 
910646	311.496	207.117	46	1.1	1.2 	0.7 
910668	311.605	209.369	46	1.9	2.2 	1.5 
910987	394.31	200.634	46	1	1.9 	1.2 
910992	396.935	201.253	46	1.3	2.3 	1.2 
911611	387.372	210.291	46	2.5	2.9 	2.0 
911619	393.932	208.89	46	1.1	2.1 	0.7 
911991	246.215	253.72	46	1.6	2.3 	1.7 
912127	303.474	224.139	46	1	1.7 	0.8 
912137	314.151	226.453	46	1.1	2.0 	1.2 
912262	337.616	231.639	46	1.2	1.9 	1.4 
912267	339.449	230.47	46	1.8	3.0 	1.7 
912318	377.493	222.562	46	1.4	2.2 	1.3 
912406	386.009	219.074	46	1.8	2.8 	0.3 
912406.2	386.009	219.074	46	1.4	2.5 	1.4 
912412	390.36	221.196	46	1.7	3.2 	1.8 
912474	392.971	233.602	46	1.55	1.5 	1.4 
912475	390.551	237.557	46	1.5	2.6 	1.5 
912501	341.292	221.334	46	2.1	3.2 	2.1 
912536	360.108	228.594	46	1	2.1 	1.0 
912569	346.298	238.565	46	1.1	2.1 	1.5 
912671	317.58	278.401	46	3.5	5.2 	4.3 
912678	314.459	275.933	46	3.4	4.5 	2.0 
912694	302.128	280.095	46	1.8	3.1 	1.0 
912846	332.317	269.512	46	2	3.0 	2.1 
914989	341.667	258.951	46	1.6	2.3 	2.0 
915164	363.625	255.996	46	1.3	2.5 	1.4 
915320	204.605	223.094	46	2.2	3.2 	0.1 
915360	218.924	229.796	46	2	2.5 	0.7 
915374	214.249	237.274	46	2	3.1 	2.2 
915446	200.48	246.139	46	2.4	3.1 	1.8 
915446.2	200.48	246.139	46	1.4	2.5 	1.4 
915653	205.954	266.658	46	1.1	2.4 	1.3 
916030	338.782	279.604	46	2.7	4.5 	2.6 
915299	215.764	218.139	47	1.8	2.3 	0.1 
92407	213.236	269.2	48	12.4	9.9 	7.3 
93939	225.677	264.005	48	14.4	15.8 	11.6 
93977	219.718	269.816	48	26	16.8 	8.8 
93977.2	219.718	269.816	48	4	7.6 	6.5 
94854	256.09	252.517	48	11.1	12.3 	7.5 
902749	328.274	208.023	48	29.5	21.6 	9.7 
903582	270.169	201.296	48	28	20.2 	11.1 
903595	268.352	203.311	48	31.4	22.7 	11.8 
903601	262.349	204.935	48	30.4	24.5 	13.4 
93871	248.373	269.582	49	3	4.5 	1.8 
910537	367.944	206.47	49	1.3	2.6 	0.9 
911422	282.58	250.254	49	1.1	1.9 	1.8 
912451	388.285	232.198	49	4.4	4.0 	0.2 
912451.2	388.285	232.198	49	4	4.3 	1.0 
902652	225.6215984	216.7725199	50	31.3	21.2 	18.3 
903508	258.555	202.438	50	26.3	16.5 	8.6 
903588	278.299	205.072	50	26.1	21.6 	8.7 
903620	264.522	210.087	50	38.8	33.8 	18.3 
910155	251.142	206.991	51	1	1.8 	1.5 
910175	245.395	210.066	51	1	1.8 	0.5 
910182	243.494	213.056	51	1	3.2 	1.6 
910429	295.35	214.475	51	1.1	2.5 	0.1 
910497	286.01	218.541	51	1	1.6 	0.9 
910633	261.885	237.214	51	1.2	1.6 	0.4 
910928	353.806	211.143	51	1	1.4 	0.8 
910944	342.01	207.011	51	1.1	1.9 	0.6 
911005	227.888	220.562	51	1.8	1.9 	1.0 
911059	230.899	233.158	51	1.9	2.1 	0.1 
911059.2	230.899	233.158	51	1.2	1.9 	1.0 
911063	229.124	233.46	51	1.5	2.1 	1.1 
911063.2	229.124	233.46	51	1.4	2.1 	1.1 
911063.3	229.124	233.46	51	1.4	2.1 	1.1 
911114	239.205	230.035	51	1.2	2.0 	1.0 
911123	239.114	239.864	51	1.1	2.2 	0.4 
911173	273.738	237.485	51	1	1.7 	1.3 
911180	278.504	236.542	51	1.1	2.0 	1.2 
911184	279.389	237.952	51	1.1	2.0 	0.1 
911423	273.495	224.906	51	1.1	2.0 	0.3 
911434	294.873	251.865	51	1.3	2.4 	1.8 
911447	292.841	253.972	51	1	1.9 	0.2 
911479	295.867	255.258	51	1.4	1.9 	1.2 
911606	384.639	210.69	51	1.1	1.7 	0.3 
911838	247.331	244.249	51	1	1.5 	0.9 
912072	332.38	240.373	51	1	1.8 	0.4 
912108	314.056	223.216	51	1	1.7 	0.1 
912115	320.355	224.468	51	1	2.0 	1.6 
912124	307.413	224.136	51	1.3	1.7 	0.1 
912160	310.752	230.309	51	1	1.8 	1.0 
912177	310.273	231.972	51	1	2.0 	1.6 
912210	330.568	223.731	51	1	2.1 	0.7 
912216	338.324	223.451	51	1	1.7 	0.9 
912225	341.656	228.298	51	1	1.7 	1.0 
912287	329.193	232.76	51	1	1.5 	0.4 
912328	374.927	226.166	51	1.3	2.1 	0.7 
