Number	x	y	species	dbh	height	CL
912333	372.194	225.063	51	1.1	2.0 	1.2 
912382	367.012	232.196	51	1	2.1 	0.6 
912441	386.402	226.256	51	1	1.8 	1.3 
913437	211.473	275.085	51	1	1.8 	1.0 
913444	210.499	269.762	51	1	1.8 	1.0 
913451	211.441	271.691	51	1.1	1.9 	1.0 
913453	211.86	271.196	51	1	1.8 	1.0 
913460	214.48	272.645	51	1	1.8 	1.0 
913460.2	214.48	272.645	51	1	1.8 	1.0 
914044	247.746	256.409	51	1	1.5 	1.3 
914045	247.971	256.233	51	1	1.3 	1.0 
914046	248.573	257.052	51	1.2	1.7 	1.2 
914097	278.984	244.956	51	1.1	2.3 	1.7 
914134	262.782	247.618	51	1	1.9 	1.7 
914147	268.348	247.39	51	1.1	1.8 	1.5 
914183	267.436	248.722	51	1	2.1 	0.7 
914257	265.064	254.753	51	1	1.9 	1.7 
914268	272.098	253.017	51	1	1.9 	1.4 
914387	288.31	248.017	51	3.2	3.2 	1.9 
914387.2	288.31	248.017	51	2.5	2.7 	1.3 
914387.3	288.31	248.017	51	2.2	2.5 	1.2 
914585	314.539	247.287	51	1.1	2.2 	1.0 
914611	301.064	254.289	51	1	1.9 	1.4 
914622	305.468	256.468	51	1.2	2.1 	1.3 
914642	306.312	260.028	51	1	2.0 	1.7 
914649	308.325	259.588	51	1.1	2.1 	1.1 
914705	327.802	243.191	51	1	2.1 	1.2 
914707	328.772	243.665	51	1.1	1.8 	1.2 
914720	333.891	244.783	51	1.1	1.9 	1.5 
914720.2	333.891	244.783	51	1	1.0 	1.1 
914731	339.027	248.021	51	1	1.2 	0.7 
914743	322.764	244.209	51	1	2.1 	1.5 
914751	323.743	246.807	51	1.1	2.0 	1.2 
914751.2	323.743	246.807	51	1	1.7 	1.0 
914767	338.82	250.588	51	1.1	1.6 	1.3 
914811	333.134	256.185	51	1.6	2.0 	1.4 
914848	321.212	256.086	51	2.2	2.9 	1.5 
914848.2	321.212	256.086	51	1.4	1.9 	1.4 
914894	345.764	241.644	51	1.4	2.1 	1.5 
914897	346.952	243.435	51	1.1	1.8 	1.3 
914905	355.89	242.587	51	1.2	1.9 	1.7 
915181	383.385	240.724	51	1.2	1.9 	1.0 
915190	388.066	241.651	51	1.1	1.9 	1.0 
915386	209.105	239.158	51	1	1.8 	0.3 
915389	216.303	240.044	51	1	1.9 	0.1 
915390	215.699	239.81	51	1	2.0 	0.3 
915409	215.523	247.191	51	1	1.8 	1.0 
915410	215.863	246.224	51	1	1.8 	1.0 
915413	215.169	242.847	51	1	1.8 	1.0 
915416	212.611	240.702	51	1	1.8 	1.0 
915418	211.59	242.8	51	1	1.8 	1.0 
915429	206.573	247.091	51	1	1.8 	1.0 
915438	202.336	243.569	51	1.1	1.9 	1.0 
915462	206.669	249.34	51	1	1.8 	1.0 
915469	215.493	249.378	51	1	1.8 	1.0 
915476	212.92	251.322	51	1.1	1.9 	1.0 
915491	199.992	260.666	51	1	1.8 	1.0 
915501	209.268	256.677	51	1.2	1.9 	1.0 
915512	209.464	259.204	51	1.1	1.9 	1.0 
915520	214.925	281.014	51	1.2	1.9 	1.0 
915520.2	214.925	281.014	51	1	1.8 	1.0 
915527	214.772	277.072	51	1	1.8 	1.0 
915655	206.429	267.225	51	1	1.8 	1.0 
915668	206.74	269.457	51	1.1	1.9 	1.0 
915668.2	206.74	269.457	51	1	1.8 	1.0 
915670	206.908	273.921	51	1.1	1.9 	1.0 
915772	387.339	255.274	51	1.1	1.9 	1.0 
912082	370.986	234.342	52	1.6	2.5 	1.8 
914113	268.011	243.973	52	1.4	2.9 	2.3 
93204	248.603	221.576	53	5.9	9.7 	6.8 
93640	300.149	269.477	53	9.7	12.7 	8.2 
94284	352.108	273.273	53	31.3	16.8 	11.6 
94758	376.556	261.684	53	14.3	12.6 	3.8 
910309	280.111	214.551	53	1	1.7 	1.6 
910314	279.018	216.817	53	1.6	2.4 	1.0 
910624	264.74	239.29	53	1.7	2.5 	0.7 
910703	305.652	218.783	53	1.4	3.1 	1.3 
911100	229.819	235.299	53	1.7	2.8 	2.0 
911134	236.017	236.333	53	1.4	2.7 	2.3 
911196	272.106	239.05	53	1	2.2 	0.8 
911196.2	272.106	239.05	53	1	2.7 	1.6 
911432	292.948	250.582	53	1.5	2.5 	1.2 
911469	293.082	255.134	53	1.2	2.5 	1.0 
911892	244.786	248.375	53	1.1	2.1 	1.8 
911945	257.243	250.401	53	1	1.7 	1.4 
912152	307.105	227.545	53	1.5	2.4 	1.5 
912155	305.585	228.201	53	1.4	2.3 	1.6 
912608	372.912	275.93	53	2.2	3.5 	2.1 
912652	313.611	273.303	53	1.9	3.1 	2.1 
912914	314.949	263.657	53	1.7	3.1 	2.0 
913033	388.142	266.7	53	1.1	2.1 	1.4 
913046	393.021	268.149	53	1.8	3.0 	1.8 
913119	376.54	261.663	53	3.6	6.0 	0.1 
913181	368.341	275.106	53	1	2.2 	1.2 
913194	373.481	273.48	53	1.2	2.0 	1.7 
913461	214.513	271.548	53	1.1	2.7 	1.6 
913516	292.849	262.314	53	1.3	2.7 	1.6 
913526	292.196	265.687	53	1.2	2.6 	1.7 
913550	283.305	267.91	53	1	3.0 	2.5 
913844	223.524	277.405	53	2.5	3.5 	2.1 
913941	246.047	271.166	53	1	2.7 	1.6 
913969	241.546	274.475	53	1.3	2.9 	1.7 
914003	259.486	252.526	53	1.7	3.5 	2.2 
914293	262.417	257.533	53	1	1.6 	0.9 
914346	292.456	242.365	53	1.3	2.6 	1.9 
914389	290.331	248.298	53	1	2.2 	1.6 
914753	324.569	246.641	53	1	2.2 	1.8 
914819	337.304	254.093	53	1.6	2.9 	1.7 
915004	370.632	241.663	53	1.5	2.9 	1.8 
915403	219.853	241.789	53	1.3	2.9 	1.7 
915403.2	219.853	241.789	53	1.1	2.7 	1.6 
915683	201.599	279.484	53	1.3	2.9 	1.7 
916015	382.692	274.203	53	1.1	2.0 	1.4 
916024	380.124	276.782	53	1.8	2.6 	1.7 
916027	380.048	277.751	53	2.3	4.5 	2.9 
983005	242.768	242.292	53	1	3.4 	1.9 
91617	307.145	230.006	54	6.9	6.0 	2.3 
91635	319.973	238.626	54	7	7.4 	4.5 
91636	319.43	239.294	54	3.5	3.0 	2.0 
91637	316.452	239.8	54	8.1	6.5 	2.0 
91664	356.829	227.29	54	5.7	7.8 	5.0 
91719	222.442	240.931	54	8.2	10.3 	9.6 
91723	221.537	246.735	54	2.8	6.1 	1.9 
91723.2	221.537	246.735	54	2.2	3.2 	1.8 
91727	226.166	245.041	54	2.8	3.4 	1.7 
91744	231.723	246.113	54	4.2	11.7 	7.9 
91751	234.829	243.72	54	5.2	9.2 	7.1 
91805	216.86	223.714	54	24.3	17.6 	9.2 
91805.2	216.86	223.714	54	23.8	7.8 	4.2 
91831	217.903	239.086	54	3.5	2.1 	1.2 
91872	204.962	253.829	54	4.4	3.8 	2.1 
91882	219.38	245.486	54	4.6	4.8 	2.6 
91883	218.392	248.029	54	7	8.6 	4.6 
91908	209.453	262.026	54	7	7.1 	3.8 
91909	210.35	262.425	54	11.1	13.4 	7.0 
91920	211.944	253.897	54	5	7.6 	4.1 
91923	215.695	252.168	54	5.2	4.8 	2.6 
91933	201.389	264.945	54	12.2	10.3 	5.4 
91939	201.3	271.903	54	17.3	16.4 	8.6 
91950	204.126	264.629	54	3.8	5.8 	3.1 
91959	206.632	269.428	54	3	3.6 	2.0 
91964	207.52	274.074	54	14.4	13.5 	7.1 
91965	204.796	273.205	54	3.8	5.4 	2.9 
91969	203.003	276.646	54	24.1	15.4 	8.1 
92405	216.786	269.83	54	3.7	3.6 	2.0 
92412	212.716	272.775	54	28.2	17.7 	9.2 
92413	211.35	273.274	54	6.3	7.6 	4.1 
92415	212.406	276.404	54	9.5	10.4 	5.5 
92427	207.358	284.025	54	10.7	9.8 	5.2 
92438	216.254	281.92	54	7.5	8.6 	4.6 
92440	214.169	278.214	54	4.3	3.1 	1.8 
92443	216.942	273.857	54	4.2	5.6 	3.0 
92445	218.386	275.1	54	4.1	5.8 	3.1 
92448	215.656	276.257	54	2.8	2.5 	1.5 
92453	217.433	280.849	54	3.2	3.1 	1.8 
92455	218.9	282.368	54	6.7	6.1 	3.3 
92619	223.477	278.506	54	27.5	12.8 	7.4 
92619.2	223.477	278.506	54	25.1	18.1 	9.5 
92619.3	223.477	278.506	54	23.1	16.8 	8.8 
92634	237.712	275.811	54	3.7	9.1 	7.8 
92646	215.174	200.046	54	2.7	6.3 	3.4 
92658	208.691	203.316	54	5.8	7.8 	4.2 
92725	211.535	218.815	54	8	7.6 	4.1 
92725.2	211.535	218.815	54	7.2	7.6 	4.1 
92730	213.043	215.554	54	4	4.8 	2.6 
92730.2	213.043	215.554	54	3.5	4.5 	2.5 
92739	213.558	216.905	54	4.8	5.8 	3.1 
92769	207.639	225.238	54	8.9	7.6 	4.1 
92790	204.123	240.068	54	11.7	9.8 	5.2 
93019	350.041	208.429	54	4.5	5.5 	2.4 
93091	366.63	212.598	54	5.9	8.5 	4.5 
93117	365.158	215.845	54	5	7.3 	3.0 
93120	361.108	216.817	54	6.4	9.5 	5.0 
93145	224.792	227.246	54	10.9	10.7 	6.9 
93166	239.609	232.93	54	6	8.6 	3.0 
93201	241.628	221.144	54	4.7	6.5 	2.1 
93206	250.447	221.556	54	4.8	4.6 	1.6 
93222	248.633	225.869	54	5.4	7.8 	6.5 
93246	258.067	228.201	54	3.2	5.9 	2.1 
93280	259.559	240.139	54	37	26.9 	9.4 
93280.2	259.559	240.139	54	8	7.0 	3.7 
93302	279.314	223.945	54	3.1	4.3 	1.5 
93333	277.48	231.582	54	4.6	7.8 	3.6 
93335	274.203	231.281	54	5.5	7.8 	3.6 
93342	263.863	239.094	54	3.3	6.0 	4.5 
93353	269.48	239.457	54	3.2	4.2 	2.8 
93365	279.281	239.102	54	3.5	5.8 	2.2 
93373	308.341	224.166	54	23.5	17.8 	12.7 
93377	316.475	222.455	54	10.3	6.0 	3.8 
93377.2	316.475	222.455	54	2	3.0 	1.7 
93427	282.658	223.781	54	3.6	6.0 	5.0 
93487	378.271	222.735	54	5.9	9.2 	4.1 
93488	378.116	224.02	54	7.5	10.9 	6.8 
93511	370.102	229.759	54	3.9	7.3 	2.0 
93521	371.498	233.189	54	3	3.2 	2.0 
93523	367.236	233.552	54	2.3	3.5 	2.0 
93526	362.336	232.901	54	3	4.5 	1.0 
93614	316.557	266.366	54	2.8	4.8 	2.0 
93616	316.892	267.506	54	3.5	5.8 	4.0 
93617	317.618	266.58	54	3.2	6.5 	5.7 
93658	319.472	276.896	54	46.2	28.9 	14.2 
93658.2	319.472	276.896	54	32.2	22.8 	11.8 
93666	312.203	274.094	54	2.4	4.8 	2.3 
93669	311.475	274.748	54	3.6	8.7 	7.8 
93720	295.934	268.296	54	6.8	10.6 	8.7 
93802	276.57	267.887	54	3.2	5.7 	4.4 
93886	242.885	274.058	54	13.3	17.2 	10.3 
93980	225.598	274.121	54	3.9	5.8 	3.4 
93993	233.737	270.651	54	11.3	16.2 	14.3 
94012	378.124	242.071	54	4.5	6.8 	5.9 
94019	377.606	247.608	54	4.2	7.4 	6.5 
94020	377.531	248.682	54	3.6	6.8 	4.6 
94022	378.722	251.915	54	3.3	5.7 	4.1 
94026	370.437	249.331	54	15.2	12.7 	9.3 
94048	374.554	257.967	54	3.8	6.8 	3.7 
94049	373.306	257.845	54	3.9	6.7 	3.5 
94050	372.747	256.557	54	3.2	4.7 	4.1 
94051	372.55	255.085	54	3.6	5.2 	4.8 
94052	370.909	254.727	54	4.5	6.6 	2.3 
94054	367.639	253.829	54	7	9.2 	6.8 
94061	360.347	254.073	54	3.8	5.8 	2.2 
94160	384.947	259.924	54	7.6	12.3 	9.1 
94162	388.952	260.587	54	10.9	13.1 	8.0 
94211	365.129	268.709	54	3.3	3.4 	1.5 
94247	358.908	274.809	54	3.4	5.3 	2.8 
94307	348.786	275.077	54	3.7	5.6 	4.3 
94321	341.57	279.053	54	24.4	14.6 	7.8 
94370	336.36	279.748	54	5.3	8.8 	6.6 
94412	274.539	242.126	54	3.6	4.2 	3.7 
94416	273.581	244.256	54	3.6	5.7 	2.5 
94434	271.326	249.576	54	3.7	3.8 	2.7 
94506	296.15	251.393	54	5	7.6 	3.0 
94510	294.845	254.696	54	3.6	5.9 	3.5 
94532	294.137	258.874	54	4	4.0 	2.8 
94537	294.135	260.565	54	4	4.6 	2.5 
94541	279.757	261.325	54	4.1	3.5 	3.2 
94593	319.363	256.254	54	3.5	6.4 	4.3 
94599	309.653	255.645	54	4.5	5.6 	3.9 
94611	384.423	267.093	54	4.1	5.1 	4.2 
94615	380.167	270.146	54	17.2	13.5 	8.7 
94615.2	380.167	270.146	54	14.2	11.0 	5.8 
94615.3	380.167	270.146	54	11.1	9.0 	4.8 
94615.4	380.167	270.146	54	7.9	6.9 	3.7 
94615.5	380.167	270.146	54	3.3	3.9 	2.2 
94619	384.632	272.053	54	6.7	6.3 	4.8 
94620	386.197	273.395	54	3.1	3.4 	1.8 
94744	362.748	261.216	54	4.5	8.0 	6.1 
94748	369.719	262.191	54	5.6	6.7 	6.0 
94756	376.411	259.771	54	3.2	6.3 	4.2 
94757	376.829	259.519	54	3.9	7.1 	6.8 
94759	378.13	262.678	54	7.5	12.1 	6.1 
94761	373.866	265.191	54	4.9	7.8 	4.2 
94766	369.785	264.683	54	5.4	8.3 	6.2 
94767	366.777	262.742	54	2.8	3.8 	3.0 
94768	365.683	263.076	54	3.1	3.2 	2.8 
94769	365.78	264.087	54	3.2	4.2 	2.1 
94770	364.741	262.943	54	10.3	12.6 	7.3 
94771	364.013	262.716	54	12.4	13.6 	12.0 
94772	361.566	264.287	54	3.5	4.8 	4.5 
94772.2	361.566	264.287	54	3.4	3.9 	2.2 
94773	359.09	264.707	54	16	12.4 	1.8 
94773.2	359.09	264.707	54	5.3	5.2 	2.8 
94783	369.204	266.969	54	3.8	5.8 	3.6 
94785	370.82	265.979	54	3.5	5.2 	3.3 
94788	376.338	268.114	54	4.5	6.6 	3.0 
94792	375.661	270.447	54	3.5	6.8 	2.3 
94798	369.339	270.305	54	5.1	8.2 	4.0 
94867	244.604	260.577	54	4	3.8 	1.6 
94900	337.633	248.968	54	4.7	5.2 	4.0 
902680	297.262	204.76	54	5	7.2 	4.0 
902686	288.002	206.19	54	7.8	7.8 	2.0 
902817	384.527	238.822	54	5.1	6.2 	1.7 
903608	270.63	205.619	54	6.1	8.3 	6.0 
903612	275.475	205.634	54	6.1	7.0 	4.0 
903614	278.549	209.956	54	5	6.2 	4.0 
903638	262.974	214.239	54	4.9	8.1 	6.1 
903753	382.727	211.685	54	11.9	11.6 	8.3 
903854	321.513	230.874	54	3.9	6.0 	3.5 
903856	323.191	234.232	54	23.1	17.2 	10.2 
903894	358.842	220.581	54	4.1	5.8 	3.6 
903897	358.946	223.237	54	2.9	5.8 	2.0 
910063	227.9385788	210.3745373	54	3.4	5.2 	0.5 
910113	233.8474516	215.9808155	54	2.2	2.5 	0.4 
910114	234.6572166	215.7079467	54	1.1	1.9 	0.1 
910115	237.8949304	216.0448327	54	1.4	2.6 	0.7 
910119	241.009412	217.4988389	54	1.4	1.7 	1.3 
910120	240.6302415	218.0919931	54	1.5	2.1 	1.3 
910121	240.6974203	218.4669409	54	1	1.8 	0.8 
910176	244.654	210.589	54	2.4	3.5 	1.6 
910183	244.723	211.836	54	3.1	4.7 	1.8 
910193	258.104	212.89	54	1	1.8 	0.5 
910194	257.377	212.772	54	2.4	4.3 	1.8 
910196	254.307	214.377	54	2.1	2.6 	1.2 
910202	245.986	214.661	54	1.5	2.6 	0.5 
910203	246.82	214.316	54	1.2	2.4 	0.9 
910212	247.77	217.851	54	1.1	2.1 	0.5 
910213	247.298	217.534	54	2.2	3.2 	1.0 
910214	245.133	217.232	54	2.1	3.5 	0.1 
910217	244.576	216.32	54	1.4	2.4 	0.5 
910219	243.431	217.252	54	1.2	2.3 	0.5 
910221	244.626	218.654	54	1	1.8 	0.3 
910222	245.279	219.377	54	1	1.7 	0.3 
910223	246.081	218.302	54	1.3	2.0 	0.5 
910224	246.192	219.106	54	1.1	1.8 	0.4 
910229	255.78	218.753	54	2.6	4.3 	1.8 
910232	262.945	200.634	54	1.2	1.8 	0.1 
910245	277.149	206.969	54	5	1.9 	0.6 
910252	269.359	207.14	54	2.6	2.9 	1.8 
910262	279.219	210.655	54	1.1	1.8 	0.7 
910263	280.907	208.831	54	2.3	3.3 	1.9 
910263.2	280.907	208.831	54	2.2	3.2 	1.8 
910279	268.225	212.318	54	1.3	2.0 	1.2 
910281	270.518	213.64	54	3.6	3.5 	1.8 
910285	275.73	213.836	54	1.3	1.7 	0.7 
910294	276.712	214.31	54	2.8	3.8 	1.6 
910306	274.345	217.768	54	1.9	2.7 	1.5 
910339	288.452	204.299	54	1.2	2.2 	1.4 
910342	290.637	202.724	54	1.5	2.5 	2.0 
910352	299.205	207.931	54	1.4	2.0 	0.7 
910367	292.156	207.488	54	1	1.6 	1.0 
910375	288.171	206.441	54	2.7	3.5 	1.6 
910499	287.445	220.723	54	2.6	2.5 	1.5 
910502	362.356	201.442	54	1.8	2.4 	1.6 
910509	367.369	200.059	54	2.2	3.0 	1.2 
910522	373.958	205.222	54	2.4	2.6 	1.1 
910541	374.399	209.345	54	2.1	2.3 	1.8 
910543	373.567	210.443	54	2.3	5.6 	3.5 
910547	377.151	214.946	54	3.3	3.7 	1.7 
910549	376.553	218.111	54	1.8	2.3 	0.7 
910552	372.067	218.918	54	3	3.4 	1.7 
910553	371.673	219.704	54	1	2.1 	0.3 
910554	373.476	217.271	54	3	3.6 	2.1 
910558	374.064	215.186	54	3.4	4.0 	1.6 
910560	371.428	217.805	54	1	1.9 	0.4 
910562	370.381	218.112	54	1.9	2.0 	1.3 
910563	369.866	219.097	54	1.9	2.4 	1.6 
910567	368.915	217.821	54	3.2	4.1 	2.2 
910569	370.813	214.005	54	1.6	2.1 	0.6 
910570	368.61	215.911	54	1.5	1.9 	0.5 
910573	367.239	215.734	54	1	1.8 	0.2 
910575	371.568	212.013	54	2.1	2.8 	1.1 
910579	366.62	211.373	54	2.5	2.6 	1.4 
910587	361.853	219.261	54	1.2	2.1 	1.1 
910589	363.477	215.525	54	1.5	2.1 	0.9 
910591	363.128	214.615	54	2.4	3.2 	0.9 
910605	290.87	220.311	54	1.3	2.2 	0.2 
910606	291.29	220.092	54	1.9	2.9 	1.7 
910613	293.146	217.628	54	1.4	2.2 	1.3 
910614	293.653	217.309	54	1.1	2.0 	0.5 
910621	266.816	240.565	54	2.7	3.0 	1.6 
910622	264.614	240.75	54	1.2	2.1 	0.8 
910625	263.463	239.368	54	1.9	2.6 	1.6 
910626	263.743	240.057	54	1.1	2.2 	1.9 
910627	262.959	240.821	54	1.1	2.2 	1.6 
910628	262.679	240.7	54	1	1.8 	0.8 
910630	261.815	240.17	54	1.2	1.9 	0.2 
910649	316.655	208.371	54	1.9	2.2 	1.1 
910654	318.007	208.346	54	1.5	2.2 	1.6 
910655	318.533	206.844	54	2	2.3 	2.2 
910656	319.938	207.311	54	1.3	2.1 	0.6 
910657	319.969	207.453	54	1.2	1.9 	1.3 
910661	318.148	208.559	54	1.7	3.2 	1.2 
910665	312.818	208.602	54	1.4	1.8 	1.1 
910667	311.787	209.589	54	1	1.8 	0.5 
910677	301.863	209.15	54	2.1	3.9 	1.1 
910684	310.842	211.315	54	2.5	3.3 	2.1 
910684.2	310.842	211.315	54	2	3.0 	1.7 
910684.3	310.842	211.315	54	2.2	3.2 	1.8 
910684.4	310.842	211.315	54	1.3	2.6 	1.5 
910684.5	310.842	211.315	54	1.4	2.6 	1.5 
910686	314.728	212.484	54	2.6	3.1 	1.2 
910687	319.212	212.518	54	1.1	2.1 	1.1 
910687.2	319.212	212.518	54	1	2.4 	1.4 
910690	317.393	214.743	54	5.2	2.3 	1.7 
910690.2	317.393	214.743	54	2	3.0 	1.7 
910690.3	317.393	214.743	54	1.5	2.7 	1.6 
910691	313.259	214.461	54	2.9	4.5 	3.1 
910693	302.788	215.963	54	3	3.8 	1.3 
910696	308.812	215.689	54	1.3	1.7 	1.6 
910697	311.176	216.826	54	2.4	3.7 	2.1 
910697.2	311.176	216.826	54	1.9	3.0 	1.7 
910698	311.22	215.617	54	2.2	2.8 	1.5 
910698.2	311.22	215.617	54	2.1	3.1 	1.8 
910705	320.796	219.325	54	1.7	2.6 	1.9 
910708	317.453	221.258	54	1.7	2.1 	1.6 
910710	316.18	220.301	54	1.5	2.5 	1.9 
910711	314.851	220.294	54	2	3.6 	1.6 
910711	314.851	220.294	54	4.2	4.5 	2.5 
910711	314.851	220.294	54	2.9	3.6 	2.0 
910714	309.847	219.812	54	1.9	3.8 	1.6 
910716	307.99	218.352	54	1	1.6 	1.6 
910729	304.545	213.285	54	1.2	1.6 	0.1 
910733	317.733	215.987	54	3.6	2.5 	1.2 
910734	317.733	215.987	54	2.9	2.0 	1.9 
910736	307.507	211.456	54	3.2	3.4 	0.3 
910737	315.354	220.686	54	1.7	2.8 	1.6 
910820	321.773	209.98	54	2	2.4 	1.5 
910820.2	321.773	209.98	54	1.5	2.7 	1.6 
910825	321.928	221.065	54	2.3	2.4 	0.7 
910826	323.315	221.173	54	2.7	3.5 	1.1 
910826.2	323.315	221.173	54	2.6	3.4 	1.9 
910826.3	323.315	221.173	54	3	3.7 	2.1 
910894	350.428	205.295	54	1.7	2.3 	0.7 
910894.2	350.428	205.295	54	1.7	2.3 	0.5 
910894.3	350.428	205.295	54	1.6	2.4 	0.7 
910904	342.418	205.59	54	1.5	2.1 	1.4 
910955	350.864	213.636	54	1	1.6 	0.8 
910961	360.507	217.933	54	1.7	3.2 	2.1 
910994	398.135	204.207	54	1.1	1.9 	1.4 
911003	227.29	222.403	54	1.9	3.0 	1.2 
911010	232.767	220.317	54	1.8	2.2 	0.2 
911031	230.395	231.201	54	2.4	3.2 	1.7 
911046	237.749	225.903	54	1	1.7 	0.4 
911052	235.685	228.617	54	1.3	2.1 	0.4 
911054	235.645	229.359	54	1.8	2.2 	0.9 
911072	223.864	233.84	54	2.1	3.0 	1.4 
911075	222.059	235.074	54	1.8	2.3 	1.5 
911078	223.002	236.654	54	1.6	2.1 	1.5 
911081	220.965	239.471	54	2.5	2.6 	1.0 
911082	221.615	239.156	54	2	2.8 	1.5 
911083	222.646	238.918	54	1.5	2.1 	0.1 
911085	224.602	236.784	54	2.8	3.1 	0.2 
911087	225.022	235.396	54	1.3	2.1 	0.4 
911112	236.803	230.789	54	1.5	2.0 	0.3 
911115	240.41	229.855	54	1.2	1.9 	0.4 
911116	239.477	230.373	54	4.1	2.6 	1.9 
911119	239.312	233.224	54	1.3	2.1 	0.6 
911124	239.089	240.333	54	1.1	1.9 	0.6 
911125	238.429	240.718	54	1.8	2.9 	1.1 
911126	238.124	240.378	54	2.2	3.0 	1.6 
911128	236.112	239.272	54	1.1	2.2 	0.4 
911131	235.798	237.755	54	2.9	3.3 	2.0 
911138	235.354	234.779	54	2	2.2 	0.9 
911141	233.97	236.622	54	2	2.3 	1.0 
911155	265.213	237.824	54	1.1	2.1 	1.3 
911156	266.536	237.458	54	1	1.8 	0.3 
911157	266.91	236.832	54	1	1.9 	1.6 
911161	266.714	238.785	54	1.7	2.3 	1.5 
911162	268.161	238.227	54	2	2.4 	1.4 
911170	271.464	237.735	54	1.6	2.4 	1.6 
911171	272.448	237.871	54	1.3	2.6 	1.7 
911176	275.997	236.379	54	2.1	3.1 	1.5 
911177	277.422	236.014	54	1	2.0 	1.2 
911178	277.319	235.899	54	1	2.0 	1.2 
911182	279.762	237.46	54	1.9	2.5 	1.5 
911187	277.639	238.314	54	2	3.1 	1.4 
911189	277.943	239.116	54	1.9	3.2 	1.2 
911191	276.306	239.546	54	1.6	2.1 	1.2 
911192	276.008	237.964	54	2.1	3.4 	1.5 
911198	270.648	240.348	54	2.3	3.1 	1.6 
911199	269.923	239.764	54	1.7	2.4 	1.6 
911201	241.223	221.732	54	2.1	2.8 	2.1 
911203	243.908	221.27	54	2	3.0 	1.0 
911206	247.883	221.182	54	1.5	2.5 	0.8 
911208	249.429	221.119	54	1	1.6 	0.9 
911209	252.808	220.774	54	2.1	2.4 	1.2 
911213	258.337	221.871	54	2.8	3.5 	1.8 
911217	257.734	223.727	54	3.1	4.8 	4.0 
911227	241.926	223.161	54	1.4	2.6 	1.3 
911232	243.864	227.73	54	2.6	3.5 	1.4 
911233	244.794	227.468	54	2.8	3.8 	3.0 
911241	259.027	226.055	54	2	3.9 	1.1 
911243	260.75	227.63	54	1.5	2.4 	1.4 
911243.2	260.75	227.63	54	1	2.4 	1.4 
911243.3	260.75	227.63	54	1.3	2.6 	1.5 
911246	257.24	229.294	54	1.4	2.4 	2.0 
911249	251.838	228.787	54	1.8	3.2 	3.0 
911251	247.491	230.458	54	2	3.0 	2.1 
911253	246.894	230.453	54	1.2	2.3 	1.3 
911254	245.892	231.321	54	1.1	2.2 	1.6 
911255	245.398	231.147	54	1.1	2.2 	1.6 
911261	247.185	231.287	54	1.5	2.3 	1.3 
911263	249.624	230.957	54	2	3.8 	1.9 
911264	250.5	230.363	54	1.5	2.0 	1.6 
911265	251.227	230.855	54	1.3	2.2 	1.6 
911266	252.346	230.719	54	1.6	2.5 	1.6 
911268	254.172	230.746	54	2.9	3.2 	1.9 
911271	255.103	230.046	54	1.6	2.6 	1.7 
911272	258.387	230.252	54	1.4	2.0 	1.2 
911272.2	258.387	230.252	54	1	2.4 	1.4 
911273	260.244	230.478	54	3.5	3.6 	2.0 
911274	260.681	230.548	54	1.2	2.4 	2.1 
911279	259.167	232.964	54	2.3	2.6 	2.2 
911280	258.829	233.143	54	1.3	2.0 	1.4 
911282	257.109	232.059	54	1	2.1 	1.0 
911285	254.669	232.005	54	1.1	2.1 	1.0 
911287	253.34	231.66	54	1	1.9 	0.5 
911289	248.999	232.534	54	2.6	4.5 	2.5 
911290	249.171	232.826	54	1.2	2.0 	1.5 
911291	248.175	233.697	54	2.1	2.6 	1.6 
911292	247.041	233.833	54	1.1	2.1 	1.0 
911294	240.787	235.28	54	1	1.7 	0.5 
911299	248.161	234.63	54	2.1	3.5 	2.0 
911300	248.65	235.149	54	1.7	3.2 	0.4 
911301	248.965	234.769	54	2.6	3.3 	2.1 
911302	249.578	234.781	54	1.6	2.8 	1.7 
911303	250.75	234.627	54	1.7	3.0 	1.6 
911304	250.939	232.961	54	1.2	2.4 	1.2 
911305	251.09	233.183	54	1.1	2.4 	0.8 
911306	251.854	232.553	54	1.6	1.9 	0.9 
911307	253.302	232.715	54	2.6	3.3 	1.7 
911308	254.183	233.2	54	1.7	2.3 	1.5 
911308.2	254.183	233.2	54	1.5	2.7 	1.6 
911308.3	254.183	233.2	54	1.6	2.8 	1.6 
911313	256.83	234.798	54	1	1.8 	0.6 
911314	255.672	234.594	54	1.6	2.4 	1.6 
911317	254.205	234.415	54	3	3.1 	0.1 
911318	253.846	234.049	54	1.6	2.5 	0.6 
911319	252.192	233.834	54	1	1.8 	1.2 
911320	251.679	234.012	54	1.1	2.1 	0.5 
911321	252.238	234.73	54	1.7	2.8 	1.5 
911322	252.604	235.669	54	1.9	2.8 	0.6 
911323	252.499	234.926	54	1.1	2.2 	1.0 
911324	254.238	235.941	54	1.4	2.3 	0.3 
911328	256.781	236.758	54	2.1	3.1 	1.7 
911331	259.045	237.918	54	1	1.8 	1.2 
911332	257.845	238.095	54	1	1.8 	1.2 
911333	256.996	237.468	54	1	1.8 	1.2 
911334	254.374	237.162	54	2.1	3.3 	0.1 
911334.2	254.374	237.162	54	1.1	2.4 	1.4 
911335	254.528	237.48	54	3.3	3.5 	2.1 
911335.2	254.528	237.48	54	1.5	2.7 	1.6 
